Q31	Belgique
Q467993	Turibio de Mongrovejo
Q468083	Christian Noboa
Q468697	Cours, Lola, cours
Q469539	Tânia Maria
Q470557	Jean Paulhan
Q471179	Ranuccio Bianchi Bandinelli
Q472327	David Degen
Q472514	Miltos Sachtouris
Q473094	bâtiment de ligne rapide
Q473208	Roger Clemens
Q473435	Bulusan
Q474333	Amos Tversky
Q475358	Leon Roppolo
Q476389	See It Now
Q476988	Sharp, Roberts and Company
Q477928	Samouraï Pizza Cats
Q482455	An Innocent Man
Q483110	stade
Q483424	East Gwillimbury
Q483802	Nickelback
Q483868	équipe de République tchèque de football
Q484748	comté d'Andrew
Q485038	comté d'Oklahoma
Q485547	Aurangzeb
Q485755	Ananda Krishnan
Q486007	Kazakhstan-Occidental
Q486976	LG Chem
Q487616	comté de Chenango
Q487921	Calw
Q488546	Convention sur l'interdiction d'utiliser des techniques de modification de l'environnement à des fins militaires ou toutes autres fins hostiles
Q489481	comté de Tulsa
Q489748	Kang Ji-hwan
Q490934	Anders Fannemel
Q491106	Khanat de Khiva
Q491239	Canton
Q491603	Kitee
Q491903	comté de Casey
Q491920	Hempstead Washburne
Q492209	Selbu
Q492824	4Minutes Left
Q494077	comté de Huntingdon
Q494129	comté de Cabell
Q495344	comté d'Umatilla
Q495414	comté de Malheur
Q497363	tweants
Q497778	parler berlinois
Q498627	base antarctique McMurdo
Q499508	Harold Sakata
Q500845	Région de recensement de Southeast Fairbanks
Q501785	Fairfax
Q502543	comté de Montmorency
Q502865	Hersbruck
Q502880	comté de Watauga
Q503295	Illertissen
Q503546	comté de Rabun
Q503861	Henri Rabaud
Q504162	Renault Laguna
Q504550	Crescenzio Sepe
Q504637	Alta Verapaz
Q504726	Dennis Taylor
Q506159	Pino Caruso
Q506439	Martinez
Q507469	Guy Kawasaki
Q507574	Scott Mills
Q507658	Healey Willan
Q507972	Eva Ionesco
Q508350	Easy Star All-Stars
Q509242	Rick Braun
Q509284	G Suite
Q509714	loi Création et Internet
Q510362	Signify
Q510456	Arahan
Q510487	fiddle
Q510785	association sans but lucratif
Q512156	Saturnin de Toulouse
Q513666	Club alpin allemand
Q514910	Crac!
Q515883	Paul Epworth
Q515922	Hexagone d'hiver
Q516035	Troy Donahue
Q516402	Steps Ahead
Q517733	Ted Lowe
Q517791	Margaret Roper
Q520549	géologue
Q522907	Ignaz Schuppanzigh
Q523957	Funkadelic
Q524692	Ogdens' Nut Gone Flake
Q525002	Troy Aikman
Q525169	université Jiao-tong de Shanghai
Q525415	Mariage à la grecque
Q525607	John Favalora
Q526672	Angelo Colombo
Q526748	Andy Milne
Q529235	Ibn Rajab
Q529554	Anne-Marie Idrac
Q529723	Génocide kurde
Q530670	Royaume de Bourgogne
Q530917	Antarctique occidental
Q531109	Les Sans-Espoir
Q531385	Gaston Palewski
Q533799	Allan Warren
Q535371	Saint-Jacques-de-la-Lande
Q536137	Perdus dans l'espace
Q536558	Oswald Veblen
Q537128	Black Is Black
Q537795	Kelly Marie
Q539291	Jeanne Lamon
Q539434	Angilbert
Q540130	Sénat de Berlin
Q541694	Joseph Merk
Q542146	Inde du Sud
Q542166	artère hépatique propre
Q542273	Jean Balland
Q542573	Antonio Agri
Q542958	Torrelodones
Q543023	Laurent Brochard
Q543169	Bernard Giraudeau
Q545017	Jan Commelijn
Q545185	Judi Silvano
Q545206	Chef d'État-Major d'Israël
Q545287	Worldwide Underground
Q547365	John Murphy Farley
Q548244	George Kingsley Zipf
Q548278	Standard Chartered
Q548569	Charles Montague Cooke Jr
Q548808	Largo Winch 2
Q549055	Iraklis Salonique
Q549579	Sylvain Cambreling
Q550374	République sud-africaine du Transvaal
Q550436	Neil Finn
Q551362	Louis McLane
Q551624	Joachim von Sandrart
Q551999	Humberto Delgado
Q552681	Pierre Brice
Q553415	Giuseppe Lazzarotto
Q553417	Bob Babbitt
Q553682	Bo Yibo
Q553892	Lipke Bijdeley Holthuis
Q553905	Wonton
Q553952	Wols
Q554772	Kalinowo
Q555241	Pierfrancesco Favino
Q555830	Espen Knutsen
Q557378	Salman le Perse
Q557980	Paul Cremona
Q558981	Vic Chou
Q559321	Deux flics à Miami
Q559926	Maurice Bucaille
Q560126	Claudio Baglioni
Q561099	Miguel Marcos Madera
Q562609	Don Lusher
Q564954	PLoS ONE
Q566766	Rudi Supek
Q568534	Beat Furrer
Q568840	Hitachi Rail Italy
Q568870	Audi RS4
Q570529	Grand Prix de Francfort
Q570952	Antanas Baranauskas
Q571180	Lugaid mac Con
Q572547	Henri Herz
Q573256	Anthony Fisher
Q573747	Fédération de Chine de football
Q573776	Albert Chamberland
Q573970	Aire de stationnement
Q574403	Vjesnik
Q574789	Anti Cimex
Q575007	Antichrist Superstar
Q575092	Google Glass
Q575990	Day Software
Q578232	Claude Closky
Q578899	Lebanon
Q579055	Alexander Baillie
Q579712	Jean Rollin
Q580199	Bert De Graeve
Q580262	Annalisa Ericson
Q580409	aéroport de Bournemouth
Q581920	Utsjoki
Q582152	Youri Vizbor
Q582630	Keroro, mission Titar
Q583461	algorithme probabiliste
Q583725	Centres pour le contrôle et la prévention des maladies
Q585101	Giovanni Sollima
Q585758	Boardwalk Empire
Q586389	Antoine Houdar de La Motte
Q586927	Gerald Emmett Carter
Q587614	Fast Car
Q588926	stade Pier-Luigi-Penzo
Q589313	Anton Fier
Q590171	Vokroug sveta
Q593324	Birmingham
Q595374	NetFront
Q597191	Rothmans
Q599249	Bernard Blier
Q599384	CPython
Q599744	Antonio Barberini
Q600038	Bryter Layter
Q600180	USS Indianapolis
Q600232	Club Deportivo Eldense
Q600986	Escada SE
Q602468	Louis Pergaud
Q603579	Circa Survive
Q604681	Mediolanum Forum
Q606481	Gothika
Q607336	Rumbek
Q607685	Priyanka G. Vadra
Q607879	Engelbert Sterckx
Q608293	Woodstock
Q609037	Conseil des États
Q609055	Eusebio Castigliano
Q609235	Antrim
Q609306	Tizen
Q609625	Palar
Q611100	Da Ali G Show
Q611214	Onze prochains
Q611292	Enrico Cucchi
Q611723	université Ryerson
Q612390	Beuno
Q613067	Namor
Q613634	Enfer et Paradis
Q613883	Mercury
Q615095	Apple Open Directory
Q617008	Ballyfermot
Q617158	Robert Griffin III
Q618355	jus de pomme
Q618558	Craig Federighi
Q621196	AppleWorks
Q621277	Apple Lossless
Q621312	Pipp!n
Q622250	Fédération de Malaisie de football
Q622440	antipasti
Q623831	Sticks + Stones
Q623856	Choi Myeong-gil
Q624798	Canadien National
Q628490	Juifs des montagnes
Q629133	chambre des députés d'Argentine
Q629955	Malcolm Keen
Q630371	Sophie de Grèce
Q631758	Jonathan Quick
Q632663	Conflit sud-yéménite
Q633663	Commune de Palupera
Q634415	sous-marin de poche
Q635084	Beaumont Palace
Q636732	BMW E24
Q637021	À la croisée des mondes : La Boussole d'or
Q637380	Ketama
Q637459	Henry Bentinck
Q638231	Larsen & Toubro
Q639115	lieutenant-gouverneur du Texas
Q639408	Waterloo
Q639579	Egid Quirin Asam
Q639625	Rinzai
Q639759	codex de Berlin
Q640092	pont Æmilius
Q641362	Monstres Academy
Q641441	John Lunn
Q641542	Microsoft Account
Q642716	William Godfrey
Q642958	Stadio Nazionale del PNF
Q643919	Torfaen
Q644008	Karchi
Q644542	Microsoft Office 2007
Q645573	Winnipeg Free Press
Q645882	Textes des pyramides
Q646521	Mi Reflejo
Q647379	Les Âmes mortes
Q647404	Toyota Supra
Q647523	Marià Gonzalvo
Q647590	Fiat 1400
Q648130	Phillips Lee Goldsborough
Q648352	bibimbap
Q648824	Glenn Hall
Q649822	Quentin Bell
Q650063	La Mouette
Q650215	aéroport municipal de Mason City
Q650751	Haarlems Dagblad
Q653404	Norval Morrisseau
Q653999	Lotus 1-2-3
Q654071	Giovanni Saldarini
Q655244	Fröccs
Q655402	Honda N360
Q656154	Xeon
Q658637	Miller Brewing Company
Q660069	Daniel-Rops
Q662239	Francisco Mendoza de Bobadilla
Q662727	Pietro Tenerani
Q664536	The Besnard Lakes
Q664672	Google Code Search
Q665335	Parti social-démocrate italien
Q665957	Jacques Laffitte
Q666473	Eustache de Luxeuil
Q668090	Piers Paul Read
Q668735	Big Fish Games
Q669416	Edmonton
Q670054	William Henry Flower
Q670250	musée des beaux-arts de l'Ontario
Q670319	Jean-Joseph Crotti
Q671954	Strange Behaviour
Q672289	aéroport international de Malte
Q673665	Hans Koller
Q674461	hypersensibilité chimique multiple
Q675576	Pueblo
Q676709	observatoire d'Armagh
Q677935	Véies
Q680258	Wolfram Wuttke
Q682533	Qimonda
Q683784	George Bull
Q684160	Yakuza 2
Q684537	Clap Your Hands Say Yeah
Q685557	université de Dortmund
Q687218	Robert Rusler
Q687973	Vieille ville de Berne
Q688230	Président de la Confédération suisse
Q689176	Telelogic
Q689401	Michel Sabbah
Q691573	Calamari Union
Q692631	Revolverheld
Q693360	Arnett Cobb
Q694594	Brême-et-Verden
Q694740	exarchat de Ravenne
Q694780	Arnold
Q695190	Jean Sorel
Q695377	Matthias Braun
Q695385	De-Phazz
Q695881	Giovanni Valentini
Q696274	Sven-Ingvars
Q697583	Mitsubishi G4M
Q697765	Rudolf Maister
Q699709	Volkswagen Nutzfahrzeuge
Q700750	Blank & Jones
Q702019	aéroport de Taipei Songshan
Q702252	Flotte des Indes
Q702650	premier ministre de la république de Chine
Q702704	abbaye d'Echternach
Q703313	Żurek
Q703525	Christodule Ier d'Athènes
Q703653	Mark Kinsella
Q704197	Liouben Berov
Q704313	Lucius Coelius Antipater
Q705247	La Folie des grandeurs
Q705309	Louis Cappel
Q705489	Marc Caro
Q706466	Giovanni Battista Grassi
Q706756	Eddie Jobson
Q707256	Kensuke Tanabe
Q707313	Mu Qian
Q707326	artère splénique
Q707340	Henry Kimball Hadley
Q707694	Allemagne au Concours Eurovision de la chanson 2010
Q707802	Hong-Chih Kuo
Q707969	Greg Osby
Q708230	Michel Godard
Q708266	Steve Swallow
Q708631	Pierre Soulages
Q709432	Eugen Slutsky
Q709718	Aldhelm de Sherborne
Q710779	Lo Hartog Van Banda
Q711148	Gundam Wing
Q711939	Luc Moullet
Q712212	Économiste en chef
Q712828	Haut Ghana oriental
Q714078	Hana yori dango
Q714290	Mauro Zani
Q715330	Andrew Lau
Q715607	Vâlmîki
Q715869	Yuan législatif
Q716700	Edward Yang
Q716861	Arutz Sheva
Q717564	Henri-Joseph Paixhans
Q717580	Jonathan Urretaviscaya
Q717588	Thor
Q717744	Ed Broadbent
Q718835	Juraj Haulík Váralyai
Q719621	Mac OS X Server
Q719978	Samuel Griswold Goodrich
Q719997	Edmond Gondinet
Q720254	Asado
Q721140	Pitchfork Media
Q723371	Guglielmo Gabetto
Q723603	stade Maksimir
Q723627	Marston Morse
Q723872	Paul Bazelaire
Q724080	Nappy Lamare
Q724729	Jacques Doriot
Q725108	Skansen
Q725244	Live After Death
Q726004	oligomère
Q726208	Ray Nitschke
Q726273	Ashridge
Q726316	Ashtanga Vinyasa Yoga
Q726477	John Grabow
Q727286	Nokia N8
Q727701	SCE Bend Studio
Q729006	Chatham
Q729170	Bari (Somalie)
Q730285	Asikkala
Q731046	Albert Sharpe
Q731913	Public Broadcasting Services
Q732383	Yes Minister
Q732613	Zakaria Paliashvili
Q733036	BMW M70
Q733373	Chuck D
Q733546	Alfredo Ildefonso Schuster
Q733547	Michel Zévaco
Q734491	Mathrubhumi
Q734566	Black Celebration
Q734729	aéroport international Imam-Khomeini
Q736575	Oulu
Q736727	République de Sienne
Q737859	mont Karisimbi
Q738011	écologie du paysage
Q738044	Stadium municipal de Toulouse
Q738467	Father Murphy
Q738695	Premier ministre de Finlande
Q739190	Paul van Ostaijen
Q739716	Romain Barras
Q739951	Centre
Q740062	Lewis Trondheim
Q740282	Qasim Amin
Q741623	Hiroshi Teshigahara
Q741656	Audi A2
Q741801	Sevendust
Q742079	Michael Albert
Q742551	The Honeymooners
Q742677	Gaizka Garitano Aguirre
Q746980	BMW X1
Q747541	Paris-Gare-de-Lyon
Q748092	Kirkkonummi
Q748348	Lisbon
Q748417	VirtualPC
Q748533	Iisalmi
Q749041	Henry Edward Armstrong
Q750483	Vélo couché
Q750567	offensive du printemps
Q751228	Haratch
Q751973	Nino Taranto
Q752569	drapeau du Maryland
Q753494	Doggystyle
Q753863	Epiphone
Q754339	IF Brommapojkarna
Q754367	Hyattsville
Q754485	gare de Rome-Termini
Q754868	Cumberland
Q756294	République autonome de Crimée
Q758545	Auburn
Q758775	Audi R8 (voiture de course)
Q758783	Audi S5
Q758962	Audomar
Q760348	chirurgie oculaire
Q761368	August Gailit
Q762659	Patrick Adamson
Q764158	David Rocastle
Q765013	Frank Lowe
Q765031	Young Americans
Q765531	Rex Stewart
Q765633	aviation
Q765798	Hippolyte Ier d'Este
Q766022	Auguste Cain
Q766551	Martin Hannett
Q769480	Qwest Center Omaha
Q770328	Aniplex
Q771405	Asie du Sud
Q771427	Another Green World
Q773202	Yo soy Betty, la fea
Q774015	cité de Leeds
Q774138	Honda Center
Q774192	Felt Mountain
Q774306	chirurgien
Q775690	Guster
Q776845	FeedBurner
Q777308	The Velvet Rope
Q777721	Smirnoff
Q777855	aéroport international de Minsk
Q781313	Palo Alto
Q782528	Jon Hassell
Q782740	Australian Security Intelligence Organisation
Q782805	Samuel J. Palmisano
Q782986	Avraam Russo
Q783330	Sénat australien
Q784022	Renren
Q784043	Bruno Racine
Q784195	Le Voleur
Q784395	Ares Vallis
Q785159	Empire Burlesque
Q786942	Côte d'Ajan
Q787391	Sugar Minott
Q787396	BMW 003
Q791313	Bathonien
Q791644	glacier Beardmore
Q792443	Belisario
Q794345	Beyblade: Metal (série)
Q795324	Boeing Integrated Defense Systems
Q796270	Sandwich BLT
Q796404	BMW 501
Q796490	BMW F20
Q796750	BMW S65
Q796778	BMW X5
Q797839	Baby Daddy
Q798323	Szymon Szymonowic
Q801075	gare de Leyde-Central
Q801193	gare de Milan-Centrale
Q803873	Bain Capital
Q804340	Baker McKenzie
Q804774	Baudri de Bourgueil
Q804950	Bali Rai
Q806160	Banbury
Q806916	Bannu
Q807747	Barbarian Queen
Q808074	Barebacking
Q808420	Barnaby Jones
Q809046	Barry Harris
Q809118	Barry Zito
Q809318	Bartholomeus Breenbergh
Q810480	baryton-basse
Q810923	Battambang
Q813280	Béatrice d'Este
Q814296	Brève Rencontre
Q815013	Confession de foi de Westminster
Q816911	Benoît de Pologne
Q817524	Benjamin Godard
Q818295	Bentley Continental Flying Spur
Q818318	Bentley Turbo R
Q818756	Roadrunner
Q819057	Berens River
Q819537	Internet Explorer 10
Q820940	Siyəzən
Q821601	Thurgood Marshall United State Courthouse
Q821911	Sobat
Q822050	substance blanche
Q822232	Bernard Alane
Q822406	Nissan Motor Manufacturing UK
Q823360	Boulton Paul Aircraft
Q823600	Chesterfield
Q824000	Minami-Alps
Q824910	Commissaire du Yukon
Q826103	Syndrome de Reye
Q826561	Halifax
Q828443	Confédération de Sénégambie
Q829283	Orchestre symphonique de la WDR de Cologne
Q832644	Pacific Coliseum
Q832700	Christkindlesmarkt
Q833202	BRIC
Q833207	château de Leap
Q835456	Financière Sun Life
Q835847	Digital Anvil
Q835986	baculum
Q836891	Biscuit de mer
Q837099	Untitled
Q838403	Quinzaine des réalisateurs
Q838576	Colleville-Montgomery
Q840543	Générateur automatique de programmes
Q840773	Frein de bouche
Q841090	humanités
Q842091	Duché de Normandie
Q843533	aréole
Q844124	maison blanche
Q844784	Vale of Glamorgan
Q846876	bain de sang de Stockholm
Q847099	université de musique Franz-Liszt
Q847162	Young Foolish Happy
Q847198	Doctrine de la guerre juste
Q847596	Pontiac
Q849004	mèche à feu
Q849058	Bœuf Stroganov
Q849627	Les Feux de l'amour
Q850109	Outlook Express
Q852448	Président du Nicaragua
Q854520	Lycos
Q855381	Windows Genuine Advantage
Q855973	pièce commémorative
Q855975	C'est si bon
Q856650	Invasion du Koweït
Q856935	Cadillac STS
Q859501	Chevrolet Suburban
Q860465	Rosbif
Q861255	Higashikagawa
Q862303	TeliaSonera
Q863756	Bing Maps
Q864668	Caithness
Q864889	OneDrive
Q867586	Salt
Q868875	Loi constitutionnelle de 1982
Q870719	Karl Joseph Alter
Q872883	Alabama State Route 20
Q873465	Gerd Dudek
Q876445	péricarpe
Q878319	Despotat de Serbie
Q879204	Biwi No. 1
Q880646	Augustusplatz
Q883562	Thomas G. Jones
Q885233	Bloodshot Records
Q887904	Bob Essensa
Q890185	Boeing EA-18G Growler
Q893737	Boris Delaunay
Q893785	Boris Souvarine
Q893858	Borknagar
Q894060	Ville de Boroondara
Q896942	Maronne
Q898127	You Want This
Q899205	Monster Buster Club
Q899877	Glycolaldéhyde
Q901385	Nicky Ryan
Q904681	William Worrall Mayo
Q905942	dioxirane
Q908567	Thomas Lowry
Q909169	Lotus Software
Q909646	Heparanase
Q909666	Sénat du Wyoming
Q909696	Princeton Theological Seminary
Q910648	Indes orientales espagnoles
Q911190	Forêt galerie
Q912351	Caspian Airlines
Q912909	The Raconteurs
Q912972	Ivan Gudelj
Q913069	Liege & Lief
Q916940	Sturt Highway
Q916967	Cibona Zagreb
Q917761	Confiture de lait
Q918301	Celso Costantini
Q919132	Paul Gonsalves
Q921895	BBeB
Q922407	église Saint-Laurent de Rotterdam
Q922718	sulfonate
Q923582	Francisco Varela
Q923806	William Massey
Q924020	élections législatives fédérales belges de 2010
Q925667	simulation informatique
Q926124	Nissan Qashqai
Q926382	Trois Anglaises en campagne
Q926595	Samson Occom
Q927227	Ricasso
Q929587	Voicst
Q929742	Claude Fleury
Q930013	Michel Ier de Roumanie
Q930752	spécialité médicale
Q931452	Evgueni Lifchits
Q932030	Isabeau
Q932475	Masada
Q933351	Alfred Bruneau
Q933418	Robert John Braidwood
Q934186	Johan Holmqvist
Q934489	San Miguel Corporation
Q935127	Festival du film de Sarajevo
Q935635	Ottone Orseolo
Q935847	Viitasaari
Q935869	Pelkosenniemi
Q936285	abbaye de Pannonhalma
Q936900	I Married Joan
Q939025	Burlington
Q939727	Somero
Q941737	The Beverly Hillbillies
Q941870	Columbus
Q943255	Tsukiji Hongan-ji
Q943928	Thomas Birkett
Q944159	Brian Holland
Q945750	Kurt Warner
Q946683	The Black Donnellys
Q946849	L'Âge d'or
Q947115	Monroe
Q947715	Souviens-toi du jour…
Q947955	The Residents
Q948008	Glacis
Q948232	Goudron de houille
Q948802	Ty Conklin
Q950648	Joost Swarte
Q951575	Giuseppe Gazzaniga
Q951681	Sénat du Missouri
Q951898	Trompe le Monde
Q952255	Rayvon
Q954551	Dodge WC54
Q956652	Renato Ruggiero
Q960204	Adabel Guerrero
Q960389	Bansurî
Q960474	Marc-Philippe Daubresse
Q960766	Jean-Joseph Mouret
Q961534	Louis Vola
Q961861	Charles Wuorinen
Q962317	Porsche 918
Q962957	Tulumba
Q964945	Rue89
Q965450	Armored Trooper Votoms
Q965945	James Rennell
Q966428	Hermann
Q967218	Bruno Putzulu
Q967509	Tetsuya Théodore Fujita
Q967769	dâ`i
Q967936	Kevin Lalande
Q968663	Boeing F-15SE Silent Eagle
Q968973	Malaguti
Q969604	Everard Home
Q972398	The Andrews Sisters
Q972873	Juan Carlos Calvo
Q973780	La Dame blanche
Q973930	Qatargas
Q974316	Ray Roberts
Q974350	Circle
Q974642	Pindamonhangaba
Q974850	missile
Q975782	Columbus
Q976241	Johan van Heemskerk
Q977325	Cipriano Mera
Q977441	Youssouf Hersi
Q977974	Pierre Joxe
Q978042	Jair da Rosa Pinto
Q978684	Gennady Yevriuzhikin
Q978923	Odise Roshi
Q979154	Jean Drapeau
Q980151	Jan Peerce
Q981315	Michel Bouquet
Q981624	Hermes Binner
Q981714	Paal-Helge Haugen
Q981953	Gregorio Aglipay
Q982023	Jacques Laurent
Q982049	Jean-Pierre Thiollet
Q982064	Louis Petit de Bachaumont
Q982220	Jiloan Hamad
Q983133	Julio Rosales
Q983255	Freek de Jonge
Q983318	Carlo Alberto Castigliano
Q983389	Mario Pieri
Q984165	Mark Mazower
Q984556	Toine Manders
Q984663	Ibn Qoutayba
Q985460	Pat Metheny Group
Q985847	Burton Bradstock
Q986107	Alcanena
Q986722	Kannonkoski
Q989586	Mabrouk El Mechri
Q990553	Laukaa
Q991661	Callantsoog
Q992275	Kiiminki
Q992460	Himno de Riego
Q1000117	Juva
Q1001783	Eurajoki
Q1002571	Nikel
Q1002798	For Your Pleasure
Q1012047	Cupar
Q1019160	Monroe
Q1021676	Trigono
Q1026858	Assemblée de l'État de Californie
Q1026959	Henry Busse
Q1031986	HMAS Sydney (D48)
Q1032091	Canadian Club
Q1032248	Habitat 67
Q1034093	Marcel Vibert
Q1034428	Cape Girardeau Regional Airport
Q1035745	université de Cardiff
Q1038976	Carl Hovland
Q1039402	Short Tucano
Q1043549	Carmell Jones
Q1048495	Flydubai
Q1049659	Président de la République de Biélorussie
Q1049757	stade multifonction
Q1051815	Spot Image
Q1052673	Aéroport international de Windsor
Q1056391	directeur d'école
Q1057172	fantasy dans la littérature
Q1057716	Marlene Kuntz
Q1057992	Gouvernement de Macao
Q1060421	Chicago Public Library
Q1060464	Walter Audisio
Q1060631	Chambal
Q1064766	MADtv
Q1064970	Rio Natsuki
Q1067140	musée d'art contemporain de Barcelone
Q1068935	Nissan Teana
Q1071064	Chevrolet Brookwood
Q1071315	Chevrolet Trax
Q1072070	Monts Hida
Q1072231	Afrasiyab Badalbeyli
Q1072763	Muscle car
Q1075162	Ubinas
Q1076999	Chris Biscoe
Q1078032	The Whip
Q1078202	Gâteaux gallois
Q1079001	The Wilde Flowers
Q1079243	Christian Darnton
Q1081874	Slip-N-Slide
Q1084234	Fédération de Fidji de football
Q1086303	Christophe Coin
Q1086390	Les Monstres
Q1087225	Taxidermie
Q1088212	thioaldéhyde
Q1088317	Salem
Q1088629	Wayne
Q1091404	Vincenzo Italiano
Q1091545	The Soul Cages
Q1092837	Post-bop
Q1093559	Honda Racing Corporation
Q1094959	Clan Lindsay
Q1097651	Jean-Pierre Petit
Q1100431	Rodney Sneijder
Q1100756	Cleveland Browns Stadium
Q1101614	Clint Murchison
Q1102774	Clover Studio
Q1104153	chanoine
Q1108107	Harry Welles Rusk
Q1114954	Lwengo
Q1116554	Edison Lighthouse
Q1120684	Supergrass
Q1124346	Concrete Sox
Q1124402	Dynastie des Tughlûq
Q1124620	Condorito
Q1127565	The Fratellis
Q1128244	Fiat Stilo
Q1129334	Les Horvath
Q1129466	Analyse du discours
Q1131315	district d'Uda
Q1131572	Daihatsu Terios
Q1131725	Cor Fuhler
Q1132490	bouddhisme au Viet Nam
Q1133424	Alfa Romeo Brera
Q1133742	Canice d'Aghaboe
Q1134180	Bas-Canada
Q1134208	The Irish Times
Q1134282	Porsche 550
Q1134704	Volvo V70
Q1134840	Cherusseri Namboothiri
Q1135349	Mohabbatein
Q1139591	Nyepi
Q1140083	Scotiabank Saddledome
Q1140503	Internet Explorer Mobile
Q1140706	président de l'Afghanistan
Q1141123	Rosneft
Q1141803	omnipotence
Q1142142	musée nordique
Q1142326	Seine
Q1142467	Logic Studio
Q1143666	Ottawa Civic Centre
Q1144624	Sacrée Famille
Q1145308	John Smoltz
Q1146247	Customer Information Control System
Q1146729	Ferrari F355
Q1148209	Louis Gallet
Q1148439	Ginga Nagareboshi Gin
Q1149935	WWE Studios
Q1151286	Laurent Imbert
Q1151805	Al-Qurtubi
Q1153484	Art populaire
Q1153608	Nokia N70
Q1154402	Notaire général pour l'Écosse
Q1154640	Grégoire Leti
Q1154775	Erika Toda
Q1160621	histoire locale
Q1162965	Sauce bolognaise
Q1163081	Money Train
Q1165095	Centrale thermique de Loy Yang
Q1173018	Piero Bellugi
Q1173432	Davey Lee
Q1174689	David Hatch
Q1180166	De Morgen
Q1180721	De Officiis
Q1181870	Decio Azzolino
Q1184769	Indiana
Q1185061	Nikolay Akimov
Q1186190	Commission Nationale pour le Développement et la Réforme
Q1189042	Dennis Coffey
Q1190569	Tangkuban Parahu
Q1190570	Irish Citizen Army
Q1190747	lac Vanda
Q1193185	Huo Guang
Q1193277	Terre de la Reine-Élisabeth
Q1194500	Le Hussard sur le toit
Q1195974	Jack Killian, l'homme au micro
Q1196689	Le Boucher
Q1198071	Han du Sud
Q1198574	South China Morning Post
Q1200052	bibliothèque d'État du Victoria
Q1201513	université d'Otago
Q1201545	Olympia Stadium
Q1203252	Don 2
Q1204543	Mayuko Fukuda
