Q2	כדור הארץ
Q38554	דומיניק פינון
Q38555	סנטה פה
Q38559	כלב מים פורטוגזי
Q38610	ניופאונדלנד
Q38695	בישול
Q38733	הלנה
Q38774	כלב ציד
Q38799	חמאס
Q38807	סובה
Q38823	רוחאללה ח'ומייני
Q38872	פרוסיה
Q38888	אולימפיה
Q38952	דרו בריס
Q38968	ליוז'ו
Q38981	פורארלברג
Q39010	סכיפרקה
Q39021	נשיא סינגפור
Q39037	קסם של הורים
Q39042	שאיין
Q39061	חצי הכדור הצפוני
Q39121	לידס
Q39178	פורט אוף ספיין
Q39193	בוהמיה
Q39286	אנטומולוגיה
Q39330	יורקשייר טרייר
Q39338	כתום
Q39350	היווצרות המינים
Q39397	גרזן
Q39420	סוצ'י
Q39444	רונאלדיניו
Q39450	אנקורג'
Q39524	גמאל עבד אל נאצר
Q39561	ברבנק
Q39599	כריסטיאן הויגנס
Q39614	בית קברות
Q39619	עלי בן אבי טאלב
Q39631	רופא
Q39632	שברולט HHR
Q39645	סמנטיקה
Q39689	אלכימיה
Q39709	דה מוין
Q39715	מגדלור
Q39731	המדינות הבלטיות
Q39739	אקונקגווה
Q39760	רצועת עזה
Q39782	פליז
Q39803	מריו ורגס יוסה
Q39816	עמק
Q39818	פנטומימה
Q39825	מפקד אוכלוסין
Q39833	מיקרואורגניזם
Q39837	אבן רושד
Q39864	פנטקוסט
Q39984	קאן
Q40056	תוכנית מחשב
Q40125	ויולה דה גמבה
Q40178	גשם חומצי
Q40191	הובארט
Q40194	מסטלאן
Q40213	ויליאם בטלר ייטס
Q40218	חללית
Q40236	מנאוס
Q40244	ריצת מרתון
Q40269	פורטו אלגרה
Q40285	גינאה החדשה
Q40325	ספרינגפילד
Q40347	נורמן (אוקלהומה)
Q40348	עורך דין
Q40357	בית סוהר
Q40362	רפובליקת סהרה הערבית הדמוקרטית
Q40395	בלייט
Q40398	טוטונג
Q40430	באהיה
Q40435	באפלו
Q40495	פרבז מושארף
Q40540	גלגל המזלות
Q40572	הית' לדג'ר
Q40634	פילולוגיה
Q40637	מחוז ז'יטומיר
Q40688	יאניס וארופאקיס
Q40722	דילמה רוסף
Q40738	בורסה
Q40747	פיר
Q40754	חיסור
Q40758	הר דמאוונד
Q40763	זרע
Q40811	סוחומי
Q40821	כירורגיה
Q40840	טמפרה
Q40844	ברדה
Q40861	שיש
Q40898	נאנסי
Q40904	ורנר הייזנברג
Q40909	וירג'יניה וולף
Q40956	אנחווי
Q40966	אופל
Q40970	הוועד האולימפי הבינלאומי
Q40984	סקייפ
Q40990	פונטיאק
Q40993	פורשה
Q40998	פונולוגיה
Q41057	טופיקה
Q41064	תהילים
Q41066	צפון צ'ונגצ'אונג
Q41070	דרום צ'ונגצ'אונג
Q41071	גאנג וואן
Q41079	מונגוליה הפנימית
Q41087	ראלי
Q41116	הכיכר האדומה
Q41139	מלאן
Q41157	צפון ג'אולה
Q41161	דרום ג'אולה
Q41177	גרניט
Q41180	המנון צרפת
Q41183	חלב
Q41185	קן
Q41187	סוני
Q41207	מטבע
Q41211	סן חואן
Q41217	מכניקה
Q41228	חצי הכדור הדרומי
Q41252	בידגושץ'
Q41262	נוטינגהאם
Q41268	Don't Forget
Q41269	אנרי בקרל
Q41278	אולסן
Q41283	קוואנגג'ו
Q41284	ג'ון דלטון
Q41291	רקטה
Q41298	כתב עת
Q41304	רפובליקת ויימאר
Q41309	פרנץ ליסט
Q41329	לינץ
Q41358	שטיריה
Q41370	דוד
Q41415	מרק
Q41425	בלט
Q41426	מטוס אימון
Q41466	הוקי קרח
Q41470	כורדיסטן
Q41483	הטוב, הרע והמכוער
Q41490	ויקרא
Q41502	הנריק סנקביץ'
Q41506	אוניברסיטת סטנפורד
Q41509	מול
Q41533	פרנק למפארד
Q41534	עמילן
Q41550	הארגון לשיתוף פעולה ולפיתוח כלכלי
Q41555	ז'אק אופנבך
Q41567	המלט
Q41568	מישל דה מונטן
Q41572	מיקולאייב
Q41576	קוקאין
Q41585	דויד הילברט
Q41604	אמיין
Q41621	חיפה
Q41630	פסיכואנליזה
Q41640	מיכאל השני, קיסר האימפריה הביזנטית
Q41641	לאו החמישי הארמני
Q41644	ברית ורשה
Q41673	דגל הודו
Q41675	ספר השיאים של גינס
Q41688	הנדריק לורנץ
Q41689	ניקפורוס השלישי בוטניאטסוס, קיסר האימפריה הביזנטית
Q41699	קסטריז
Q41705	פוג'יין
Q41735	הים האירי
Q41746	אכילס
Q41749	יוזף גבלס
Q41753	קלגנפורט
Q41766	קטסיביוס
Q41819	קנזס סיטי
Q41843	באר שבע
Q41876	ריימס
Q41921	רוזה פארקס
Q41967	אוסטריה עילית
Q41975	מונגולים
Q41984	הסוכנות הבינלאומית לאנרגיה אטומית
Q42000	טהיטי
Q42002	מדעי היהדות
Q42007	סומבטהיי
Q42013	אנואר סאדאת
Q42034	ח'דיג'ה
Q42053	אספהאן
Q42063	שואנזאנג
Q42140	ג'אונג'ו
Q42147	צ'אונג'ו
Q42148	צ'ונצ'ון
Q42200	האינאן
Q42240	מחקר
Q42247	סילי פרידום
Q42250	הידרולוגיה
Q42262	סוכנות החלל האירופית
Q42267	נבחרת ספרד בכדורגל
Q42274	Google Earth
Q42295	שיח
Q42302	חרסית
Q42305	ריצ'רד הראשון
Q42308	חרקוב
Q42323	פיוס האחד עשר
Q42332	PDF
Q42344	חרוט
Q42369	פסטיבל הקולנוע בקאן
Q42372	ערפילית
Q42392	גאנסו
Q42443	אנטול פראנס
Q42448	שפילד
Q42462	יורק
Q42482	איירון מיידן
Q42497	אוסטריה תחתית
Q42515	קרטוגרפיה
Q42585	ממלכת בוהמיה
Q42603	כהן דת
Q42614	דברים
Q42620	הרשות הפלסטינית
Q42622	סוג'ואו
Q42635	וונג'ו
Q42651	וושי
Q42716	סנט אטיין
Q42731	פרננדו טורס
Q42735	אולימפיה
Q42767	ציד לווייתנים
Q42780	נינגבו
Q42800	בלו הוריזונטה
Q42807	נים
Q42810	לה האבר
Q42857	נביא
Q42876	דגל איטליה
Q42880	טירול
Q42887	קלמנס הראשון
Q42891	קרישנה
Q42909	כתב
Q42918	מוטציה
Q42944	CERN
Q42952	תור
Q42956	חרבין
Q42962	שמן
Q42973	אדריכל
Q42985	איוואן פבלוב
Q42989	טופולוגיה
Q42991	אסאגו
Q42992	גולדה מאיר
Q42998	תזמורת
Q43005	ססטו סן ג'ובאני
Q43010	קוורץ
Q43015	מימון
Q43022	קפה טורקי
Q43027	אדווין האבל
Q43033	דזמונד טוטו
Q43041	המוגלובין
Q43063	פרנץ פרדיננד, ארכידוכס אוסטריה
Q43067	היינריך הימלר
Q43070	דונצק
Q43084	פלפל שחור
Q43099	במדבר
Q43109	משאל עם
Q43175	דגל יפן
Q43183	ביטוח
Q43192	דגל צרפת
Q43193	משאית
Q43194	יונאן
Q43195	אגל
Q43196	סינסינטי
Q43199	אומהה
Q43210	בורגנלנד
Q43244	המגדלור באלכסנדריה
Q43269	סוליה
Q43274	צ'ארלס, נסיך ויילס
Q43287	הקיסרות הגרמנית
Q43290	תלמוד
Q43292	סולטאן
Q43297	טיים מגזין
Q43301	פרזנו
Q43303	מלקולם אקס
Q43319	מאטו גרוסו דו סול
Q43325	זלצבורג
Q43327	מוטאון
Q43347	ג'לאל א-דין רומי
Q43359	MTV
Q43380	CBS
Q43382	פלימות'
Q43399	אנדראס הקדוש
Q43407	שאנדונג
Q43412	שנים-עשר השליחים
Q43421	ריצ'מונד
Q43433	צ'אנדיגאר
Q43444	גוסטב פלובר
Q43450	התעמלות
Q43452	האוניברסיטה האוטונומית של ברצלונה
Q43455	אתנולוגיה
Q43475	דרבי
Q43482	פרנקים
Q43499	ארסמוס מרוטרדם
Q43509	גואיאקיל
Q43511	שומר פשוט
Q43595	קוטונו
Q43600	מתי
Q43627	Mac OS
Q43631	ליידן
Q43637	מונופול
Q43668	לואיוויל
Q43684	חנאן
Q43689	אמברוזיוס
Q43697	ז'אן רנו
Q43706	יוחנן כריסוסטומוס
Q43720	פיוס התשיעי
Q43727	לאו השנים עשר
Q43734	גרגוריוס השישה עשר
Q43739	פיוס העשירי
Q43746	בונוונטורה הקדוש
Q43788	מדיסון
Q43812	דרכון
Q43845	איש עסקים
Q43919	סאלם
Q43922	לאו השלושה-עשר
Q43926	אנדראה פירלו
Q43932	אנגוס יאנג
Q43934	ליאונינג
Q43939	אנסלם מקנטרברי
Q43944	חאמיד כרזאי
Q43948	יוזף פראונהופר
Q43994	מאט גריינינג
Q44003	בנימין זאב הרצל
Q44007	פאול קלה
Q44011	גרגוריוס מנזיאנזוס
Q44024	אתנסיוס
Q44059	לה פלאטה
Q44086	קרל אורף
Q44136	ישוב סחר הוגן
Q44137	ג'ף הארדי
Q44160	טולון
Q44167	מנוע
Q44170	איגנטיוס מאנטיוכיה
Q44197	מקסימיליאן רובספייר
Q44198	ברמפטון
Q44206	רסיסטנסיה
Q44209	Music & Me
Q44210	קורדובה
Q44213	פרנה
Q44233	הסיודוס
Q44237	מנדוסה
Q44244	סנטה פה
Q44247	Forever, Michael
Q44255	טוקומאן
Q44258	בזיליוס הגדול
Q44279	אוליבר קרומוול
Q44289	Off the Wall
Q44325	אונטולוגיה
Q44337	מטריצה
Q44344	הילריוס מפואטייה
Q44377	מנהרה
Q44403	היינריך היינה
Q44424	קשר כימי
Q44455	תורת המשחקים
Q44490	ג'ון הנרי ניומן
Q44512	מגפה
Q44517	ברונו קרייסקי
Q44559	כוכב לכת חוץ-שמשי
Q44564	צ'ארלסטון
Q44567	פול לווק
Q44571	גנו
Q44580	ריכרד זורגה
Q44584	הנס מגנוס אנצנסברגר
Q44613	מנזר
Q44626	קרטיקון
Q44661	אנגלית ניו זילנדית
Q44676	אנגלית קנדית
Q44679	אנגלית אוסטרלית
Q44703	אורניתולוגיה
Q44709	ז'אן-ז'אק גולדמן
Q44733	היינץ כריסטיאן שטראכה
Q44759	קורדובה
Q44780	האולין וולף
Q44782	נמל
Q44819	סוהארטו
Q44843	טוצ'יגי
Q44892	קרפטוורק
Q44905	פייטרו גאספארי
Q44934	ונאנטיוס פורטונאטוס
Q44947	רופרט איש זלצבורג
Q44980	אלכס פרגוסון
Q44989	טלסה
Q44993	מקס פון פטנקופר
Q45045	סימולציה
Q45120	ג'וזפוס ניקולאוס לאורנטי
Q45160	מיכאל פאולהבר
Q45188	קולדפליי
Q45218	Moving Violation
Q45227	בוכנה
Q45240	מונטה קרלו
Q45301	טרבזון
Q45341	ים סין המזרחי
Q45412	קוימברה
Q45422	שמרים
Q45523	נמל התעופה בריזביין
Q45568	יוניקרדיט
Q45584	וישנויזם
Q45661	קוקו שאנל
Q45662	קלמנס ונצל פון מטרניך
Q45667	B.o.B
Q45670	ממלכת פורטוגל
Q45682	ז'אן סיבליוס
Q45713	טיטאנים
Q45722	חשמן
Q45754	Third Album
Q45758	ראש ממשלת סלובניה
Q45761	חונאן
Q45779	פץ'
Q45782	אקווריום
Q45789	סאטינדרה נאת בוז
Q45797	דנקרק
Q45798	גיפו
Q45805	יורה
Q45810	מזימת אבק השריפה
Q45833	צ'ינגהאי
Q45868	אלבה
Q45922	חץ
Q45938	נמל התעופה של אוקלנד
Q45942	ענבה
Q46005	הפועל ירושלים
Q46033	נמל התעופה הבינלאומי של פרנקפורט
Q46052	אנדרס פוג ראסמוסן
Q46070	פלזן
Q46087	אנוק
Q46090	סילבסטר השלישי
Q46096	פליקס מנדלסון-ברתולדי
Q46107	דאדרה ונאגר הבלי
Q46120	ויליאם אלפרד פולר
Q46185	גיטרה בס
Q46242	הופבורג
Q46280	נמל התעופה שארל דה גול
Q46311	קשת
Q46321	טייני טמפה
Q46325	ספקס
Q46370	פרנקיה המערבית
Q46420	אבן ערבי
Q46422	סונורה
Q46479	זרה ליאנדר
Q46508	באחה קליפורניה הדרומית
Q46522	קאלום צ'יימברס
Q46573	לקונה קויל
Q46585	דגל הולנד
Q46602	איוואן בונין
Q46611	תוכנית אפולו
Q46622	כביש מהיר
Q46633	צ'ארלס בבג'
Q46650	מקווארי
Q46652	סולטנות מאלאקה
Q46747	סנדאי
Q46763	בילג'יק
Q46805	אמנות רומנסקית
Q46830	רוברט הוק
Q46841	לנה
Q46852	יאשי
Q46857	השיטה המדעית
Q46862	חוביי
Q46913	שאנשי
Q46935	לאציזה
Q46940	אלקלה דה אנארס
Q46941	נגרר
Q46942	ריטאס וילנה
Q46959	ההפיכה בתוניסיה
Q46961	גנגסטר
Q46970	חברת תעופה
Q47002	קרלטון
Q47034	אספו
Q47041	מגוון ביולוגי
Q47045	סן-דני
Q47048	אואולו
Q47053	שפך נהר
Q47064	איש צבא
Q47089	העתק
Q47092	אונס
Q47094	באסאנו דל גראפה
Q47097	גוויג'ואו
Q47134	איי שטלנד
Q47146	ממשק משתמש
Q47149	סילבסטר הראשון
Q47151	נמל התעופה הבינלאומי קאזאן
Q47158	טריאס
Q47162	רומן רולן
Q47163	ויטרוביוס
Q47164	סנטה מוניקה
Q47182	FK דאוגבה
Q47243	אלפרידה ילינק
Q47273	מערכת העצבים המרכזית
Q47280	דתות אברהמיות
Q47282	אוש
Q47315	חיל פרשים
Q47359	פרוטוקול קיוטו
Q47369	נבל
Q47398	היסטוריה כלכלית
Q47465	אקס-אן-פרובאנס
Q47478	סוואמי ויווקאננדה
Q47488	בית הדין הפלילי הבינלאומי
Q47492	עזה
Q47512	חומצה אצטית
Q47526	זיקו
Q47528	מכ"ם
Q47543	הארגון לשיתוף פעולה אסלאמי
Q47554	טורון
Q47577	סדרת פיבונאצ'י
Q47602	מאסימו ד'אלמה
Q47604	MS-DOS
Q47652	ונוס
Q47680	ספר יהושע
Q47683	בפה גרילו
Q47700	קלהארי
Q47703	הסנדק
Q47716	צ'ארלסטון
Q47722	ברוקולי
Q47740	מוסלמים
Q47778	גארי ליניקר
Q47837	לעיון
Q47890	גרצאנה
Q47891	דגל פינלנד
Q47904	מריו מונטי
Q47913	סוכנות ריגול
Q47916	לאקנאו
Q47928	קרקס
Q47952	סלפורד, אנגליה
Q47967	צפון-מערב אנגליה
Q47974	שאאנשי
Q48026	דרום-מערב אנגליה
Q48047	בוריס שפושניקוב
Q48091	אזורי אנגליה
Q48160	דגל גרמניה
Q48183	ויקיפדיה הגרמנית
Q48187	אריק קלפטון
Q48195	בצרה
Q48196	תא גזע
Q48256	דניפרו
Q48263	Xbox 360
Q48278	מדיין
Q48280	מריאן פיית'פול
Q48292	ארל
Q48296	תפילין
Q48298	שופר
Q48314	קרב ווטרלו
Q48320	קובה
Q48324	מוסר
Q48329	מרייהאמן
Q48335	ניופאונדלנד
Q48338	קייסרי
Q48340	CNN
Q48343	ורנגים
Q48344	רסיפה
Q48356	מינרט
Q48362	מהאיאנה
Q48409	דגל אלבניה
Q48461	ניו הורייזונס
Q48462	זביו
Q48493	iOS
Q48544	קוזימו דה מדיצ'י
Q48604	תחנת החלל מיר
Q48685	ממלכת יהודה
Q48777	משפחת וולטון
Q48803	הורטיקולטורה
Q48821	מרכז החלל קנדי
Q48939	אקסטר סיטי
Q48958	ניי-סיר-סן
Q48971	סוזאן קאר
Q49017	יו לורי
Q49019	הפתן השחור
Q49024	פסטיבל הסרטים של ונציה
Q49074	קורט וונגוט
Q49108	המכון הטכנולוגי של מסצ'וסטס
Q49111	קיימברידג'
Q49114	אוניברסיטת בראון
Q49121	בית הספר לרפואה של הרווארד
Q49122	בית הספר למשפטים בהרווארד
Q49125	טושיבה
Q49142	ברוקליין
Q49143	קווינסי
Q49158	ספרינגפילד
Q49162	לוול
Q49163	לורנס
Q49164	אמהרסט
Q49169	סטמפורד
Q49179	ווסטר
Q49186	נורת'המפטון
Q49191	פורטסמאות', ניו המפשייר
Q49193	ברוקטון
Q49196	ניוטון, מסצ'וסטס
Q49197	קרנסטון
Q49199	סומרוויל
Q49202	גריניץ'
Q49204	קולג' סמית'
Q49218	רוצ'סטר
Q49219	אירוויין
Q49222	צ'ספיק
Q49225	רינו
Q49227	וינסטון סיילם
Q49229	דרהאם
Q49231	נורפוק
Q49233	אורלנדו
Q49236	סיינט פיטרסברג
Q49237	לאו העשירי
Q49240	סטוקטון
Q49241	לקסינגטון
Q49243	ריברסייד
Q49247	אנהיים
Q49255	טמפה
Q49256	בייקרספילד
Q49258	קולורדו ספרינגס
Q49266	ויצ'יטה
Q49272	צ'נדלר
Q49325	אלברט שווייצר
Q49326	מג'פהיט
Q49389	תיירות
Q49448	רובר ניוול
Q49476	ארכיבישוף
Q49496	ז'אן דה לה פונטן
Q49542	רוסים
Q49546	אצטון
Q49571	סוס דל ריי קטוליקו
Q49683	הדוכסות הגדולה של ליטא
Q49686	וסילי השלישי
Q49718	גל ארכובה
Q49740	Minecraft
Q49744	ויקטור הורטה
Q49746	גלדרוד, מישל דה,
Q49757	משורר
Q49760	פיטר ברוק
Q49765	לואי השבעה עשר, מלך צרפת
Q49819	צ'ארלס סימוני
Q49831	נואיון
Q49845	דואר
Q49907	האחים קונטרסקי
Q49971	וירג'יניה רומטי
Q50005	ג'וליו אנדראוטי
Q50008	הטיימס
Q50015	אוניברסיטת קלרמונט
Q50020	ג'ון סטיוארט מיל
Q50077	Visual Basic .NET
Q50415	סיאול/סונגפה-גאנגדונג
Q50614	אסטפולד
Q50615	אקרסהוס
Q50616	הדמרק
Q50617	אופלנד (נורווגיה)
Q50618	בוסקרוד
Q50619	וסטפולד
Q50625	הורדלנד
Q50626	סוגן אוג פיורדנה
Q50627	מרה ורומסדל
Q50637	תולדות האמנות
Q50641	תולדות האמנות
Q50719	תחנת הרכבת המרכזית של אמסטרדם
Q50816	מיסיסוגה
Q50868	מצרית
Q50948	יבגני אונייגין
Q50956	יבגני אונייגין
Q51103	סנטיאגו דה קאלי
Q51107	ז'ורז' קורטלין
Q51112	מילנו
Q51177	בזיליקת סנטה קרוצ'ה
Q51256	אורטונה
Q51290	מפוחית פה
Q51490	ג'ורג' סטיבנס
Q51513	הוגו פון הופמנסתאל
Q51515	ג'ון צ'דוויק
Q51597	עיצורים סותמים
Q51614	אנטוליה
Q51617	שנה ליטורגית
Q51654	מסע הצלב השני
Q51656	מסע הצלב הרביעי
Q51662	מסעי הצלב הצפוניים
Q51664	עיסא
Q51666	ישו ההיסטורי
Q51670	שיר השירים
Q51675	ספר מלאכי
Q51684	גילברט
Q51685	טמפי
Q51690	אירווין
Q51698	מקאלן
Q51707	Microsoft Security Essentials
Q51712	Google Voice
Q51713	גוגל טוק
Q51848	רובו די-פוליה
Q52062	המדינות הנורדיות
Q52080	קורטונה
Q52105	בית גידול
Q52106	ביוגאוגרפיה
Q52107	גאוגרפיה פיזית
Q52109	גאומורפולוגיה
Q52139	קלימטולוגיה
Q52224	סרגיי לוקיאננקו
Q52254	מייק קאולישו
Q52261	בה
Q52371	רגימנט
Q52474	לייטון, יוטה
