Q31	Βέλγιο
Q1119	άφνιο
Q1126	Λουξεμβούργο
Q1177	Χιμάτσαλ Πραντές
Q1180	Γιαμού και Κασμίρ
Q1192	Ζαν Μπατίστ Λυλί
Q1194	Σλέσβιχ-Χόλσταϊν
Q1205	Θουριγγία
Q1211	Νότια Ντακότα
Q1295	Ντόρτμουντ
Q1296	Γάνδη
Q1321	Ισπανικά
Q1342	Πίτσμπεργκ
Q1344	όπερα
Q1361	Χαϊντεραμπάντ
Q1387	Ρόουντ Άιλαντ
Q1406	Microsoft Windows
Q1408	Νιου Τζέρσεϊ
Q1420	Αυτοκίνητο
Q1437	Ράτζασταν
Q1447	Απουλία
Q1491	Λα Παζ
Q1538	Πούνε
Q1546	Αϊόβα
Q1553	Νεμπράσκα
Q1575	Internet Explorer
Q1731	Δρέσδη
Q1785	Σαρλ Αζναβούρ
Q1800	Κοτσί
Q1841	Καθολικισμός
Q1845	Αγία Γραφή
Q1895	Πετροζαβόντσκ
Q1904	Οντάριο
Q1930	Οττάβα
Q1951	Αλμπέρτα
Q1989	Σασκάτσουαν
Q2022	Τσέζαρε Παβέζε
Q2023	Νούναβουτ
Q2090	Νυρεμβέργη
Q2750	Μπουρβίλ
Q2865	Κάσσελ
Q2900	Κίτο
Q3044	Καρλομάγνος
Q3048	Σαρλ Μωρράς
Q3110	Σαν Σαλβαδόρ
Q3139	Αλπ-Μαριτίμ
Q3203	Δορυφόροι Γαλιλαίου
Q3206	Δυτική Αυστραλία
Q3561	Αλγέρι
Q3640	Άγκυρα
Q3703	Μπαμακό
Q3734	Δημοκρατία της Αντιγκέα
Q3764	Βίτεν
Q3897	Λουάντα
Q4398	Παγγαία
Q4454	Χαμπάροφσκ
Q4539	Συνεταιρισμός
Q4616	Μέριλιν Μονρόε
Q4618	Απόκριες
Q4628	Νήσοι Φερόες
Q4631	Μοχάμεντ Μόρσι
Q5092	Βαλτιμόρη
Q5118	Δημοκρατία του Νταγκεστάν
Q5187	Δημοκρατία της Τσετσενίας
Q5372	καλαθοσφαίριση
Q5401	Ευρασία
Q5422	Δημοκρατία των Ουντμούρτ
Q5466	Τσουβασία
Q5682	Μιγκέλ ντε Θερβάντες
Q5705	Καταλονία
Q5738	Αντόλφ Τιέρ
Q5776	Βηθλεέμ
Q5783	Ανδαλουσία
Q5831	Μελίγια
Q6353	Γεράρδος Μερκάτωρ
Q6373	Βρετανικό Μουσείο
Q6539	Άλωση της Βαστίλης
Q6563	Κράι Κρασνογιάρσκ
Q6602	Στρασβούργο
Q6607	κιθάρα
Q6636	ομοφυλοφιλία
Q6882	Τζέιμς Τζόυς
Q7003	Ντιζόν
Q7177	Ζαν-Μαρί Λε Πεν
Q7184	ΝΑΤΟ
Q7200	Αλεξάντρ Σεργκέγεβιτς Πούσκιν
Q7202	Μοριακή βιολογία
Q7252	Φεμινισμός
Q7272	σοσιαλισμός
Q7378	Ελέφαντας
Q7430	DNA
Q7787	ιστορία της Ευρώπης
Q7825	Παγκόσμιος Οργανισμός Εμπορίου
Q7833	Μπορίς Βιάν
Q7857	λεκάνη
Q7889	βιντεοπαιχνίδι
Q7948	Κράι Καμτσάτκα
Q8047	ένζυμο
Q8068	Πλημμύρα
Q8074	Νέφος
Q8091	γραμματική
Q8134	οικονομικά
Q8162	Γλωσσολογία
Q8196	Αραβικό αλφάβητο
Q8201	κινέζικοι χαρακτήρες
Q8261	μυθιστόρημα
Q8350	Τρομπόνι
Q8467	Ουμάρ ιμπν αλ-Χαττάμπ
Q8703	Διεθνές Αεροδρόμιο Γκάτγουικ
Q8747	Ευκλείδης
Q8785	Aρμενικά
Q8798	Ουκρανικά
Q9043	Νορβηγική γλώσσα
Q9058	Σλοβακικά
Q9061	Καρλ Μαρξ
Q9063	Σλοβενικά
Q9067	Ουγγρικά
Q9095	Τζέιμς Κλερκ Μάξγουελ
Q9121	άτομο
Q9168	Περσική γλώσσα
Q9200	Απόστολος Παύλος
Q9240	Ινδονησιακά
Q9268	Ιουδαϊσμός
Q9288	Εβραϊκά
Q9326	Βιεντιάν
Q9364	Ζαν-Πωλ Σαρτρ
Q9397	Τσου Σι
Q9439	Βασίλισσα Βικτωρία
Q9500	Ποδοσφαιρική Ομοσπονδία Αγγλίας
Q9576	Τζέιμς Κάλαχαν
Q9648	Νήσοι Φώκλαντ
Q9885	Κοϊμπαντόρ
Q9896	Πέστο
Q10125	Άντι Μάρεϊ
Q11031	Βιλφρέντο Παρέτο
Q11053	RNA
Q11059	Σανσκριτική γλώσσα
Q11196	Σερβική Δημοκρατία της Βοσνίας
Q11205	Αριθμητική
Q11359	Αριαμπάτα
Q11404	τύμπανο
Q11406	ηλεκτρομαγνητισμός
Q11412	βαρύτητα
Q11469	Γυαλί
Q11698	Σύνταγμα των Ηνωμένων Πολιτειών
Q11725	Τσονγκίνγκ
Q11739	Λαχόρη
Q11746	Γουχάν
Q11817	Άντριου Τζάκσον
Q11876	Το Κοριτσάκι με τα Σπίρτα
Q11974	Λας Πάλμας ντε Γκραν Κανάρια
Q12503	ακέραιος αριθμός
Q12556	Αντρ-ε-Λουάρ
Q12578	Λοτ-ε-Γκαρόν
Q13338	Πανεπιστήμιο του Μπορντό 1
Q13529	Άλφρεντ Μάρσαλ
Q14299	Δούρος
Q14305	Γουαδιάνα
Q14314	Σαντιάγο ντε Κομποστέλα
Q14773	Μακάου
Q14960	Μπρνο
Q15789	Μπάγερν Μονάχου
Q15878	Νορμανδία
Q16172	Φλωρεντία
Q16567	Κολόμπους
Q16578	Φλόρες
Q17884	ΛΟΑΤ
Q18013	Σακραμέντο
Q18143	Γκάο Σιντζιάν
Q18335	ακτινοβολία
Q18389	Νέα Αγγλία
Q18419	Μπρούκλιν
Q18509	Κέμπριτζ Γιουνάιτεντ
Q18557	Opeth
Q18828	Τσετσίλια Μπάρτολι
Q18869	Καυκασία
Q18973	Γεωργιανοί
Q19557	αλκάλια
Q19571	Μπρέντφορντ ΦΚ
Q19660	Βουκουρέστι
Q21203	Αρούμπα
Q22663	The Pirate Bay
Q22725	Δρομολόγηση
Q23002	Σχίφερστατ
Q23098	Ντέρμπισαϊρ
Q23100	Μέρσισαϊντ
Q23109	Νόρφολκ
Q23384	Παλίρροια
Q23666	Μεγάλη Βρετανία
Q24247	Τζορτζ Εντουίστλ
Q24861	Όλμπανι
Q25252	Λοζάνγκ Γκιάτσο
Q25322	Αρκτική
Q26988	Νήσοι Κουκ
Q27306	Βασίλειο της Πρωσίας
Q27827	Χριστάδελφοι
Q28249	Κόνκορντ, Νιου Χάμσαϊρ
Q28472	Τρίχα
Q28494	Χάινριχ φον Κλάιστ
Q28911	Λάχτι
Q29171	Πεζικό
Q29179	Φρανθίσκο Φράνκο
Q29245	Χέιστινγκς
Q29364	Μοντγκόμερι
Q30002	Τσενγκτού
Q30547	Μητέρα Τερέζα
Q30971	Γαλλική Πολυνησία
Q31057	Νόρφολκ
Q31073	Γουόλτερ Κρόνκαϊτ
Q31454	Βασίλειο της Λιβύης
Q33298	Φιλιππινέζικα
Q33823	νεπαλεζική γλώσσα
Q33946	Τσεχοσλοβακία
Q34020	Νιούε
Q34218	Μπέρλινγκτον
Q34296	Γούντροου Ουίλσον
Q34374	Κρήτη
Q34597	Τζέιμς Γκάρφιλντ
Q34617	Σαιν Πιερ και Μικελόν
Q34740	γένος
Q34932	Μπρίσμπεϊν
Q35127	ιστότοπος
Q35273	Οπτικό τηλεσκόπιο
Q35381	Κολόμπο
Q35493	Αλμάτι
Q35581	Χοκκάιντο
Q35672	Νήσοι Πίτκερν
Q35775	Μπόισι
Q35986	αισθητική
Q36074	Κουίνσλαντ
Q36117	Βόρνεο
Q36260	Απία
Q36687	Βικτώρια
Q36704	Γιουγκοσλαβία
Q37079	Τομ Κρουζ
Q37362	Περιοχές Κυρίαρχων Βάσεων Ακρωτηρίου και Δεκέλειας
Q37726	στρατός ξηράς
Q39021	Πρόεδρος της Σιγκαπούρης
Q39037	Δύο Φανταστικοί Γονείς
Q39825	απογραφή
Q40395	Μπελάιτ
Q40495	Περβέζ Μουσάραφ
Q40688	Γιάνης Βαρουφάκης
Q40754	Αφαίρεση
Q40840	Τάμπερε
Q40993	Porsche
Q41057	Τοπίκα
Q41490	Λευϊτικό
Q41567	Άμλετ
Q41641	Λέων Ε΄
Q41689	Νικηφόρος Γ΄ Βοτανειάτης
Q41766	Κτησίβιος ο Αλεξανδρεύς
Q42013	Ανουάρ Σαντάτ
Q42332	Portable Document Format
Q42448	Σέφιλντ
Q42482	Iron Maiden
Q42603	ιερέας
Q43015	Χρηματοοικονομικά
Q43063	Φραγκίσκος Φερδινάνδος της Αυστρίας
Q43067	Χάινριχ Χίμλερ
Q43380	CBS
Q43421	Ρίτσμοντ
Q43433	Τσαντιγκάρ
Q43450	Γυμναστική
Q43600	Απόστολος Ματθαίος
Q43948	Γιόζεφ φον Φράουνχοφερ
Q44024	Αθανάσιος Αλεξανδρείας
Q44279	Όλιβερ Κρόμγουελ
Q44337	Πίνακας
Q44512	Επιδημία
Q44700	Ευρωπαϊκό Θέατρο του Β΄ Παγκόσμιου Πόλεμου
Q44703	Ορνιθολογία
Q44980	Άλεξ Φέργκιουσον
Q45661	Κοκό Σανέλ
Q45868	Άλμπα
Q46096	Φέλιξ Μέντελσον-Μπαρτόλντυ
Q46325	Σφαξ
Q46370	Δυτική Φραγκία
Q47602	Μάσσιμο Ντ'Αλέμα
Q47652	Βένους
Q47916	Λάκναου
Q48026	Νοτιοδυτική Αγγλία
Q48329	Μάριεχαμν
Q48685	Βασίλειο του Ιούδα
Q49169	Στάμφορντ
Q49186	Νορθάμπτον
Q49255	Τάμπα
Q49389	τουρισμός
Q50005	Τζούλιο Αντρεότι
Q50020	Τζον Στιούαρτ Μιλ
Q50618	Μπούσκερουντ
Q51515	Τζων Τσάντγουικ
Q51614	Μικρά Ασία
Q52502	Δήμος Γκέτεμποργκ
Q52535	Ροζάριο
Q52843	Συνθήκη της Λισαβόνας
Q52926	Όσκαρ Α΄ της Σουηδίας
Q53040	Φράνκο Τζεφιρέλι
Q53121	Ποδηλασία
Q53713	Ούλωφ Πάλμε
Q54925	Επαρχία της Γουαδαλαχάρα
Q55180	επαρχία της Σαραγόσας
Q55193	Τζίγκα Βερτόφ
Q55418	Μαργκαρέτε φον Τρότα
Q55834	Βόιτσεχ Γιαρουζέλσκι
Q57052	Τσιανγκσί
Q57068	Βίλχελμ Βίεν
Q57278	Νιούκασλ
Q58217	Σεργκέι Λαβρόφ
Q60130	Βερακρούζ
Q61917	Τζιόρτζιο Πάντανο
Q62897	Τζον Ντάγκλας Κόκροφτ
Q62928	Σημίτες
Q64436	Αψίδα του Θριάμβου
Q65515	Χάιντε Ζιμόνις
Q66107	Χένρυ Κίσινγκερ
Q66710	Νταμάν και Ντιού
Q68969	Πόλεμος της Κροατίας
Q69802	Καμορίνο
Q72205	Άλμπρεχτ Βέμπερ
Q76127	Σουκάρνο
Q76365	Ρεγιομοντάνος
Q76606	Καρλ Μπος
Q76857	Φραντς Μποάζ
Q78515	Κάρολος των Αψβούργων
Q78638	Θεόφιλος Χάνσεν
Q79823	Γκλόμπε
Q79875	Μομπάιλ
Q79967	Τρομοκρατικές επιθέσεις στην Νορβηγία το 2011
Q80008	Χόουπ
Q80110	Σημαία του Καναδά
Q80390	Τόνι Χολ, Βαρώνος του Μπίρκενχεντ
Q81009	Ρητορική
Q81041	κύκλος του νερού
Q81571	Pascal
Q82019	Κανγκτσενγιούνγκα
Q82709	Στάντιο Σαν Πάολο
Q82729	Τόλμη και Γοητεία
Q83055	Επιχείρηση Μπαρμπαρόσα
Q83090	Αβατάρα
Q83296	Λιθόσφαιρα
Q83786	Σίμλα
Q87167	χειρόγραφο
Q88291	ακρόπολη
Q88480	τάφρος
Q91122	Οχυρό καταφύγιο
Q93356	Σέιμους Χίνι
Q95088	Σεβίλλη
Q101698	Γκαετάνο Ντονιτσέττι
Q101965	Πείραμα
Q102178	Διεθνής Σκακιστική Ομοσπονδία
Q102769	Υδροξείδιο του νατρίου
Q102804	Ανρί Μουασάν
Q102822	Ιάκωβος Ερρίκος βαν'τ Χοφ
Q103591	Ζερμέν Γκρηρ
Q104053	φαινότυπος
Q104934	θεμελιώδης αλληλεπίδραση
Q105674	τρέξιμο
Q105756	Τζον Άπνταϊκ
Q105875	Χέρμπι Χάνκοκ
Q107126	Κομητεία Άρλινγκτον
Q108206	Τζον Μπανιάν
Q111729	Κομητεία Χαντ
Q112078	Κομητεία Χέμφιλ
Q114749	Αχμέτ Α΄
Q116845	Οδηγός Αισιοδοξίας
Q117530	HMAS Brisbane
Q121176	Νοσηλευτική
Q122999	Γιόχαν Χάινριχ Λάμπερτ
Q124072	τουφέκι
Q124873	Μιντανάο
Q124943	Βασίλειο της Αιγύπτου
Q127771	Μαχητικό αεροσκάφος
Q127925	Κλουμπ Αουρόρα
Q128102	Ποταμός Ιρτίς
Q128267	Ιωσήφ ο μνήστωρ
Q128781	Βέρμαχτ
Q128902	Ουίλιαμ Πιτ ο νεότερος
Q129079	Πολ Βερχόβεν
Q129199	Νικολάι Λομπατσέφσκι
Q130693	πορσελάνη
Q131083	Ναχιτσεβάν
Q131120	Αννα Κουρνικοβα
Q131186	Χορωδία
Q131262	Πανεπιστήμιο της Μπολόνια
Q131559	Ασπίδα
Q131578	J-pop
Q131645	Λέι
Q131733	Χένρι Κάβεντις
Q132501	Γλυκερίνη
Q133001	Πάπας Παύλος Γ΄
Q133083	Γκαουτένγκ
Q134241	Φέγενορντ
Q134556	single
Q134685	Χάμαρλαντ
Q134862	Σαμπάνια
Q134874	Σημαία της Βολιβίας
Q135288	Microsoft Store
Q140527	Οι Τρεις Σωματοφύλακες
Q148836	Μοναχισμός
Q150068	Ρεπουμπλικανική Αριστερά της Καταλονίας
Q151098	Λουκιανός Βοναπάρτης
Q151173	Ζοακίμ Μυρά
Q151593	Ολιβιέ Μεσιάν
Q152002	Πάστορας
Q152043	Μστισλάβ Ροστροπόβιτς
Q152229	Φρειδερίκος Γουλιέλμος Β΄ της Πρωσίας
Q152437	Άλβα Μίρνταλ
Q153232	Ζαν λε Ροντ ντ' Αλαμπέρ
Q153316	Μάχη της Κρήτης
Q153509	Αρχιεπίσκοπος Κύπρου Μακάριος Γ΄
Q154041	Φρειδερίκος Β΄ της Δανίας
Q154195	Βασίλειο της Βαυαρίας
Q154490	Ζαν-Ζακ Ανό
Q154968	Λιλή Μαρλέν
Q155144	Αλσατία-Λωρραίνη
Q157273	Commerzbank-Arena
Q157645	Γερμανικά Ταχυδρομεία
Q158470	Αγκούνγκ
Q158626	γέφυρα σε δοκούς
Q159636	Τζόζεφ Πρίστλυ
Q159704	Πατρίσια Κάας
Q160349	Κάρολος ΣΤ΄ της Γαλλίας
Q160614	Σκεντέρμπεης
Q161491	Ρέντινγκ
Q161885	Βασίλειο της Μεγάλης Βρετανίας
Q163727	Πτυχίο
Q163798	Θρισούρ
Q164134	Εθνική ΗΠΑ
Q165044	Θερμοκήπιο
Q165467	Τζίμι Πέιτζ
Q165479	Άγιος Πατρίκιος
Q166530	Ταχύτητα διαφυγής
Q166640	Λεβαλουά-Περέ
Q168015	Κλάους Σούλτσε
Q168845	Αστρικό σμήνος
Q168935	Σημαία της Μαλαισίας
Q169566	Χάουαρντ Φίλιπς Λάβκραφτ
Q170036	Κιβ Ομπλάστ
Q170201	κτηνιατρική
Q170263	Τσέστερ
Q170385	Πάπας Λούκιος Β΄
Q170514	Μωάμεθ Δ΄
Q170599	Arctic Monkeys
Q170612	Τηλεπάθεια
Q170790	μαθηματικός
Q170980	οβελίσκος
Q171001	Πάπας Κλήμης Γ΄
Q171038	Σόφτμπολ
Q171186	Blogger
Q171866	Μίντλεσμπρο
Q171969	Ζωρζ Κυβιέ
Q172030	Μακλάρεν
Q172383	Πάπας Σιλβέστρος Β΄
Q172740	Cosworth
Q173407	Τερνοπίλ Ομπλάστ
Q173517	Χειροβομβίδα
Q174231	Αυτοκράτορας Μεϊτζί
Q174306	Δημοκρατία της Γένοβας
Q174736	Αντιτορπιλικό
Q175081	Γκαπ
Q175121	Μάρκος Λικίνιος Κράσσος
Q176186	Λέμλαντ
Q177378	Τόφου
Q177903	Στέφανος Α' της Ουγγαρίας
Q179201	Τζαγιάντ Νάρλικαρ
Q179630	Σύνδρομο
Q179677	Γλωσσική σχετικότητα
Q179702	Πάπας Ιωάννης ΙΗ΄
Q179899	Τοπολογικός Χώρος
Q180233	Πόρι
Q180819	Λεβ Βιγκότσκι
Q181163	Δανική Βικιπαίδεια
Q181324	Πύργος Οστάνκινο
Q181476	Κοτοπάξι
Q181574	Συμφωνία Ελεύθερου Εμπορίου Βόρειας Αμερικής
Q182015	Κινηματογραφική ταινία τρόμου
Q182192	Ζορζ Μαρσέ
Q182228	εγκεφαλικό στέλεχος
Q182852	Κουνμίνγκ
Q182890	Def Leppard
Q183266	Σάμιουελ Τζόνσον
Q183279	Ζόρες Αλφέροφ
Q183412	EMI
Q183416	Προσήνεμες Νήσοι
Q183551	Γουότερφορντ
Q184163	Κόλτσεστερ
Q184267	Αντρέι Γκρομίκο
Q184274	Ουράνια μηχανική
Q184530	Τζερόλαμο Καρντάνο
Q184535	Σοφία Κοβαλέφσκαγια
Q185009	Τυρόγαλα
Q185111	Τομπάγκο
Q185925	Γραφιστική
Q185968	Κάρμεν
Q186474	Κυστεΐνη
Q188193	Σύστημα οργάνων
Q188515	Los Angeles Times
Q188524	Τανυστής
Q188526	Μαρίνα Τσβετάγεβα
Q188570	Φέλιξ Ντζερζίνσκι
Q188642	Game Boy Advance
Q188711	Σαχάμπα
Q188745	Πλατωνικό στερεό
Q189080	Λου Ριντ
Q189329	ελευθέριες τέχνες
Q189524	Στόλος
Q189947	Νικ Κλεγκ
Q190012	Αδενοσίνη
Q190131	Κυβερνείο Σαλαντίν
Q190199	αυξητική ορμόνη
Q190220	Φίλιπ Πούλμαν
Q190562	Όρος Καμερούν
Q190868	μπότες
Q191029	Τζουζέπε Πεάνο
Q191380	Η Παναγία των Παρισίων
Q191819	Τζορτζ Μάρτιν
Q192249	σέλα
Q192519	Τζακ Ρούμπι
Q192527	Windows Media Player
Q192628	μοσχαρίσιο κρέας
Q192959	Περιφέρεια Μινσκ
Q192960	Μπαϊμπάρ
Q193258	Συνθήκη της Λωζάνης
Q193431	Παρκ ντε Πρενς
Q193452	Άρμαγχ
Q193478	Βούδα
Q193592	Πλάγιος μέσος
Q196472	Τζιοβάνι Ριτσιόλι
Q199739	Amar Shonar Bangla
Q199841	Λαοκρατική Δημοκρατία της Υεμένης
Q199943	Αντριάνο Τσελεντάνο
Q200223	Γη Αλεξάνδρου Α΄
Q201428	Ανάκτορο Φονταινεμπλώ
Q201492	Πανεπιστήμιο ΜακΓκιλ
Q204194	σκοτεινό νεφέλωμα
Q204240	Black Holes And Revelations
Q204920	Στέμμα της Αραγωνίας
Q205662	Σογκουνάτο Τοκουγκάβα
Q205995	Καραϊβική Κοινότητα
Q206161	Όρος Χερτζλ
Q207269	Τζόαν Σάδερλαντ
Q207532	Τζουζέπε Τορέλλι
Q208205	Μπιλ Έβανς
Q208521	The Division Bell
Q208524	Διαγωνισμός Τραγουδιού Eurovision 1989
