sentence,prediction,gold,is_same,is_single_word
[CLS] 505th Infantry Regiment is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],. S,regiment | military regiment | regiment | regt . | rgt | military regiment | regiment | regt . | rgt,False,True
[CLS] International Standard Industrial Classification is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],standard industrial classification,industry classification | industries | industry classification | industries | industry classification,False,False
[CLS] Mellingen is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],municipality,municipality of Switzerland | commune | communes of Switzerland | comune | municipality of Switzerland | politische Gemeinde | commune | communes of Switzerland | comune | municipality of Switzerland | politische Gemeinde,False,False
[CLS] PFA Women ' s Players ' Player of the Year is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],PFA,award | award | honour | medal | prize | award | honour | medal | prize,False,True
[CLS] Imeson Field is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],field in New York City,airport | air port | airport | airports | air port | airport | airports,False,True
[CLS] Greenwood Tunnel is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],tunnel,tunnel | tunnel | tunnel | rail tunnel | railroad tunnel | railway tunnel,True,True
[CLS] potassium chloride is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],solvent,chemical compound | chemical compound | compound | heteroatomic molecular entity | essential medicine | drug | medication | medicine | pharmaceutical | pharmaceutical drug | chemical compound | compound | heteroatomic molecular entity | food additive | food additives,False,False
[CLS] Lapovo is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],small town,municipalities and cities of Serbia | municipalities and cities of Serbia | municipality of Serbia | municipalities and cities of Serbia | municipality of Serbia | city,False,False
[CLS] Chelwood is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],village in the United Kingdom,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,False,False
[CLS] ParaNorman is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],ParaNorman,3D film | 3D film | 3D film | stop motion animation | stop - motion animated film,False,False
[CLS] Saltwood Castle is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],castle,castle | castle | castle,True,True
[CLS] Bouzanne is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],twinned with :,river | river | rivers | river | rivers,False,True
[CLS] Stupida is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],genus,extended play | E . P . | EP | Extended Play | extended play | E . P . | EP | Extended Play | extended play,False,False
[CLS] Five Star Movement is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Five Star Movement,political party | party | political party | party | political party,False,False
[CLS] Solar System is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],galaxy,planetary system | planetary system | star system | planetary system | star system,False,False
[CLS] Cape Capricorn Light is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],lighthouse,lighthouse | LtHo | light house | lighthouse | lighthouses | LtHo | light house | lighthouse | lighthouses,True,False
[CLS] ormolu is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],. sp,gilding | gilding | art technique | artistic method | artistic technique | gilding,False,False
[CLS] Green Cape Lighthouse is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Green Cape,lighthouse | LtHo | light house | lighthouse | lighthouses | LtHo | light house | lighthouse | lighthouses,False,False
[CLS] Tarleton is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],town,village | small town | village | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,False,True
[CLS] Bartlow is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],. S,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,False,False
[CLS] Beningbrough is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],town,village | small town | village | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,False,True
[CLS] Birthday Honours is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],list of Birthday Honours,award | award | honour | medal | prize | award | honour | medal | prize,False,True
[CLS] 1964 Baihe earthquake is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Baihe earthquake,earthquake | after shock | aftershock | convulsion | earth quake | earth quakes | earth temblor | earth tremor | earthquake | earthquakes | earthtemblor | earthtremor | fore shock | foreshock | quake | seism | seismic activity | shock | temblor | tremor | after shock | aftershock | convulsion | earth quake | earth quakes | earth temblor | earth tremor | earthquake | earthquakes | earthtemblor | earthtremor | fore shock | foreshock | quake | seism | seismic activity | shock | temblor | tremor,False,True
[CLS] Bayview Bridge is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Bayview Bridge,bridge | bridge | bridge,False,True
[CLS] Klaproth is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],remembrance,impact crater | crater | impact basin | impact crater | meteorite crater | crater | impact basin | impact crater | meteorite crater,False,False
[CLS] Damoiseau is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],commune in France,impact crater | crater | impact basin | impact crater | meteorite crater | crater | impact basin | impact crater | meteorite crater,False,False
"[CLS] Fawley , Hampshire is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD]",village,village | small town | village | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,True,True
[CLS] Halim Perdanakusuma Airport is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],airport in the United Kingdom,airport | air port | airport | airports | air port | airport | airports,False,True
[CLS] West Australian Symphony Orchestra is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],West Australian Symphony Orchestra,orchestra | orchestra | orchestra | symphonic orchestra | symphony orchestra,False,True
[CLS] Vartry Reservoir is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],reservoir in the United States,reservoir | impoundment | reservoir | storage pond | water reservoir | impoundment | reservoir | storage pond | water reservoir,False,True
[CLS] Fabbriche di Vallico is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],Fabbriche,comune of Italy | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes | abolished municipalities in Italy | abolished municipality in Italy | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes | fraction | frazione | frazione of Italy | neighborhood | quarter,False,False
[CLS] Gia Lam Airport is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],railway station,airport | air port | airport | airports | air port | airport | airports,False,True
[CLS] Preston on Stour is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],village,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,True,False
[CLS] SKRUK is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],football club,choir | choir | chorale | chorus | choir | chorale | chorus,False,True
[CLS] 2010 NBA Draft is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],2010 NBA Draft,National Basketball Association Draft | NBA draft | National Basketball Association Draft | NBA draft | National Basketball Association Draft,False,False
[CLS] Allenbach is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],municipality,municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany,False,False
[CLS] Mauser C96 is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Mauser,semi - automatic pistol | semi - auto pistol | semi - automatic pistol | semi - auto pistol | semi - automatic pistol | weapon model | weapon pattern,False,False
[CLS] Pfeffelbach is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],German municipality,municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany,False,False
[CLS] Lux Style Awards is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Lux Style Awards,award | award | honour | medal | prize | award | honour | medal | prize,False,True
[CLS] Baise is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],bank bank,prefecture - level city | prefectural city | prefectural level municipality | prefecture level city of People ' s Republic of China | prefecture - level city | big city | city 100000 + | large city | city 1000000 + | city with millions of inhabitants | prefectural city | prefectural level municipality | prefecture level city of People ' s Republic of China | prefecture - level city,False,False
[CLS] Finnish Rural Party is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Finnish Rural Party,political party | party | political party | party | political party,False,False
[CLS] Coropuna is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],class,volcano | volcano | Composite volcano | stratovolcano | mountain | mountains | volcano,False,False
[CLS] Orosei is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],. k . k,comune of Italy | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes,False,False
[CLS] Orchestra London Canada is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],London Canada Orchestra,orchestra | orchestra | orchestra,False,True
[CLS] Fake is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Fan Fan Fan Fan,manga | Japanese comics | manga | seinen | seinen manga | manga series | Japanese comics | manga | Shojo manga | Shoujo manga | Shōjo | shōjo,False,True
[CLS] Old City Cemetery is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],cemetery,cemetery | burial ground | cemeteries | cemetery | churchyard | graveyard | [UNK] | burial ground | cemeteries | cemetery | churchyard | graveyard | [UNK],True,True
[CLS] Mandapadu is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],municipality,village | small town | village | village in India | village of India | small town | village,False,True
[CLS] River Bush is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],River Bush,river | river | rivers | river | rivers,False,True
[CLS] California ' s Great America is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],California ' s Great America,amusement park | amusement park | funfair | roller coaster park | amusement park | funfair | roller coaster park,False,False
[CLS] Château d ' Entrechaux is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],castle,castle | castle | castle,True,True
[CLS] Chateau Morrisette Winery is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],winery,winery | winery | winery,True,False
[CLS] BMD - 3 is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],BMD - 3,infantry fighting vehicle | IFV | infantry fighting vehicle | IFV | infantry fighting vehicle,False,False
[CLS] Falanghina is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],genus of snakes,wine | vino | wine | [UNK] | vino | wine | [UNK],False,True
[CLS] My Sweet Charlie is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],film of the same name,television film | MOTW | MOW | TV film | TV movie | TV - Movie | Television movie | direct - to - TV film | feature - length drama | made - for - television film | movie of the week | original movie | single drama | telefilm | telemovie | television film | television movie | MOTW | MOW | TV film | TV movie | TV - Movie | Television movie | direct - to - TV film | feature - length drama | made - for - television film | movie of the week | original movie | single drama | telefilm | telemovie | television film | television movie,False,False
[CLS] East Farleigh Bridge is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],bridge,bridge | bridge | bridge,True,True
[CLS] VV Cephei is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],VV Cephei,binary star | Binary Star | binary star | Binary Star | binary star,False,False
[CLS] Apostolic Faith Church is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],church,Christian denomination | Christian body | Christian branch | Christian confession | Christian denomination | Christian body | Christian branch | Christian confession | Christian denomination,False,False
[CLS] Muromonab is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],constellation of the Sun,"monoclonal antibody | Antibodies , Monoclonal | Monoclonal Antibody | monoclonal antibodies | monoclonal antibody | biologic medical product | biological medical product | biopharmaceutical | drug | medication | medicine | pharmaceutical | pharmaceutical drug | chemical compound | compound | heteroatomic molecular entity | Antibodies , Monoclonal | Monoclonal Antibody | monoclonal antibodies | monoclonal antibody",False,False
[CLS] Tribalism is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],substantive,tribe | clan | tribe | tribe ( social group ) | political ideology | clan | tribe | tribe ( social group ) | circumstances | condition | reality of the situation | state | status,False,True
[CLS] Willow Creek Pass is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Pass in the United States,mountain pass | mountain pass | mountain pass,False,False
