Q2	পৃথিবী
Q47703	দ্য গডফাদার
Q47716	চার্লসটন
Q47722	ব্রকলি
Q47740	মুসলমান
Q47837	লাইউন
Q47913	গোয়েন্দা সংস্থা
Q47916	লক্ষ্মৌ
Q47928	সার্কাস
Q47952	স্যালফোর্ড
Q47974	শ্যানসি
Q48026	দক্ষিণ পশ্চিম ইংল্যান্ড
Q48183	জার্মান উইকিপিডিয়া
Q48187	এরিক ক্ল্যাপটন
Q48195	বসরা
Q48196	নিধিকোষ
Q48256	দনেপ্র
Q48278	মেদেয়িন
Q48280	মারিয়ান ফেইথফুল
Q48296	তেফিল্লিন
Q48314	ওয়াটারলুর যুদ্ধ
Q48320	কৌবে
Q48324	নৈতিকতা
Q48329	মরিয়েহামেন
Q48335	নিউফাউন্ডল্যান্ড
Q48338	কায়সিরি
Q48340	সিএনএন
Q48344	হেসিফি
Q48356	মিনার
Q48362	মহাযান
Q48409	আলবেনিয়ার জাতীয় পতাকা
Q48461	নিউ হরাইজন্স
Q48493	আইওএস
Q48604	মির
Q48803	উদ্যানবিদ্যা
Q48821	কেনেডি স্পেস সেন্টার
Q49024	ভেনিস চলচ্চিত্র উৎসব
Q49074	কুর্ট ভনেগাট
Q49108	ম্যাসাচুসেট্স ইনস্টিটিউট অব টেকনোলজি
Q49114	ব্রাউন বিশ্ববিদ্যালয়
Q49125	তোশিবা
Q49158	স্প্রিংফিল্ড
Q49162	লোয়েল
Q49163	লরেন্স
Q49169	স্টামফোর্ড
Q49179	ওরসেস্টার
Q49193	ব্রকটন
Q49196	নিউটন
Q49197	ক্রেন্সটন
Q49204	স্মিথ কলেজ
Q49218	রচেস্টার, নিউ ইয়র্ক
Q49219	আরভিন
Q49225	রিনো
Q49227	উইন্স্টন সালেম
Q49229	ডারহাম
Q49231	নরফোক
Q49233	অরল্যান্ডো
Q49236	সেন্ট পিটার্সবার্গ
Q49240	স্টকটন
Q49241	লেক্সিংটন
Q49243	রিভারসাইড
Q49247	অ্যানাহাইম
Q49255	টাম্পা
Q49256	বেকারস্ফিল্ড
Q49258	কলোরাডো স্প্রিংস
Q49266	উইচিটা
Q49272	চ্যান্ডলার
Q49389	পর্যটন
Q49496	জ্যঁ দে লা ফন্টেইন
Q49740	মাইনক্র্যাফট
Q49757	কবি
Q49845	ডাক
Q50008	দ্য টাইমস
Q50020	জন স্টুয়ার্ট মিল
Q50077	ভিজুয়াল বেসিক ডট নেট
Q50614	ওস্টফোল্ড
Q50615	একেরশাস
Q50616	হেডমার্ক
Q50617	অপল্যান্ড
Q50618	বুস্কেরুদ
Q50619	ভেস্টফোল্ড
Q50625	হর্ডাল্যান্ড
Q50626	সং অফ ফুরডান
Q50628	সোর-ট্রোডালেগ
Q50637	শিল্পের ইতিহাস
Q50641	শিল্পকলার ইতিহাস
Q50816	মিসিসগা
Q51103	কালি
Q51177	বাজিলিকা দি সান্তা ক্রোচে
Q51290	হারমোনিকা
Q51490	জর্জ স্টিভেন্স
Q51597	স্পর্শ ব্যঞ্জনধ্বনি
Q51614	আনাতোলিয়া
Q51654	দ্বিতীয় ক্রুসেড
Q51656	চতুর্থ ক্রুসেড
Q51664	ইসলামে যিশু
Q51666	যিশুর ঐতিহাসিক সত্যতা
Q51670	পরমগীত
Q51675	মালাখি
Q51685	টেম্পে
Q51690	আরভিং
Q51698	ম্যাক অ্যালেন
Q51713	গুগল টক
Q52062	নর্ডীয় রাষ্ট্রসমূহ
Q52106	জীবভূগোল
Q52107	প্রাকৃতিক ভূগোল
Q52109	ভূমিরূপবিদ্যা
Q52139	জলবায়ুবিদ্যা
Q52371	রেজিমেন্ট
Q52535	রোসারিও
Q52607	মার ডেল প্লাটা
Q52618	এরিকসন
Q52842	কালিজ
Q52998	রিচমন্ড হিল
Q52999	প্রাগ
Q53045	জুসেপ্পে তোর্নাতোরে
Q53079	কোয়াউইলা
Q53121	সাইকেল চালনা
Q53268	টয়োটা
Q53464	হাঙ্গেরীয় উইকিপিডিয়া
Q53620	ইয়ালমার ব্রান্তিং
Q53713	ওলফ পালমে
Q54108	বাাহিয়া ব্লাঙ্কা
Q54129	আন্তর্জাতিক শ্রম সংস্থা
Q54155	লুব্লিন ভয়ভোডেশিপ
Q54157	লুবুজ ভয়ভোডেশিপ
Q54169	মেসোভিয়ান ভয়ভোডেশিপ
Q54180	পোমেরানিয়ান ভয়ভোডেশিপ
Q54187	গ্রেটার পোল্যান্ড ভয়ভোডেশিপ
Q54188	পশ্চিম পেমারানিয়ান ভয়ভোডেশিপ
Q54212	বান্সলে
Q54237	অভিস্রবণ
Q54452	কুমানোভো
Q54880	ভ্যালেন্সিয়া
Q54886	কুয়েনকা
Q54898	সান ক্রিস্তোবাল দে লা লাগুনা
Q54922	রিয়াল মাদ্রিদ বালোনসেস্তো
Q54925	গুয়াদালাহারা প্রদেশ
Q54939	ভ্যালেন্সিয়া প্রদেশ
Q55044	মিউনিখ লুডভিগ ম্যাক্সিমিলিয়ান বিশ্ববিদ্যালয়
Q55180	জাারাগোজা প্রদেশ
Q55210	আব্বস কিয়রোস্তামি
Q55238	কেন লোচ
Q55264	চার্লস লটন
Q55405	বিমল রায়
Q55407	রাজ কাপুর
Q55630	নবি সাদ
Q55636	মিগাল হাইদালগো ইয়ে কসটিল্লা
Q55741	এঞ্জেলেস
Q55834	বয়সিয়েছ জারুজেলস্কি
Q56003	মেটা-ইথিক্স
Q56011	আনা মানিয়ানি
Q56022	জার্মানির চ্যান্সেলর
Q56189	লিজে মাইটনার
Q56488	ব্রাবান্টীয় উপভাষা
Q56759	ওলোনজাপো
Q57052	চিয়াংশি
Q57063	ফিলিপ লেনার্ড
Q57066	জেমস ফ্রাংক
Q57068	ভিলহেল্ম ভিন
Q57075	ফ্রিৎস হেবার
Q57089	পল এরলিস
Q57128	অ্যালব্রেচ্ট কোসেল
Q57145	কার্ল শোয়ার্জশিল্ড
Q57147	মাইকেল ফাসবেন্ডার
Q57182	ক্রিস্টিয়ান ফ্রিডরিখ হেবেল
Q57278	নিউক্যাসল
Q57306	জালাল তালেবানি
Q57325	ভেনিস
Q57336	আলি খামেনেই
Q57719	জুহো
Q57798	প্রথম এডওয়ার্ড
Q57818	হুয়াইয়ান
Q57821	দুর্গপ্রাকার
Q57906	ইয়াংজিঝাউ
Q57931	তাইঝু
Q57958	ঝেনজিয়াং
Q58184	নেফ্রন
Q58255	তুর্কী উইকিপিডিয়া
Q58378	উইন্ডোজ ১.০
Q58401	শিচিয়াচুয়াং
Q58635	পাঞ্জাবি ভাষা
Q58731	বাহা কালিফোর্নিয়া
Q58733	কনমেবল
Q58734	দূষণ
Q58738	বাভারিয়ান সোভিয়েত প্রজাতন্ত্র
Q58900	ডনচেস্টার
Q58908	ছায়াপথীয় জ্যোতির্বিজ্ঞান
Q58976	পিরেয়াস
Q59095	ঝুহাই
Q59114	জেকবস ইউনিভার্সিটি ব্রেমেন
Q59115	বিজ্ঞানের দর্শন
Q59132	জিয়াংমেন
Q59134	ফিরনি
Q59223	ঝংসান
Q59227	চাওজহু
Q59495	ভারুডু
Q59670	কলম্বিয়া
Q60025	হানা আরেন্ট
Q60052	গুস্টাফ কিরশফ
Q60123	চিয়াপাস
Q60130	বেরাক্রুস
Q60158	গেরেরো
Q60168	হেরোইন
Q60195	সংকেতবিজ্ঞান
Q60220	ঈনীড
Q60235	ক্যাফেইন
Q60956	আশকেলন
Q61056	আল মামুন
Q61089	মালাক্কা
Q61092	জর্জ টাউন
Q61306	গুয়ানাহুয়াতো
Q61504	আইফোন ৫
Q61923	বিশ্ব পর্যটন সংস্থা
Q62621	ক্যানন
Q62651	ডেনমার্ক–নরওয়ে
Q62823	বারানকুইলা
Q62832	মানমন্দির
Q62890	জিন আম্ডাল
Q62897	জন কক্ক্রফট
Q62928	সেমিটিক
Q62943	মৌর্য্য সাম্রাজ্য
Q63659	গাব্রিয়েল হাইনৎসে
Q64001	অটো ইয়ুলিয়াস বিয়েরবাউম
Q64129	ইউসূফ আল-কারযাভী
Q64404	আর্নো হোলৎস
Q64436	আর্ক দ্য ত্রিয়োম্ফ
Q65644	হের্মান স্টাইন্টল
Q65943	উপপাদ্য
Q65955	ডেভোনিয়ান
Q65989	ভোল্ফগাং পাউলি
Q66055	ভগ্নাংশ
Q66107	হেনরি কিসিঞ্জার
Q66117	মোরেলোস
Q66485	জয়পুর
Q66568	কানপুর
Q66616	ইন্দোর
Q66710	দমন ও দিউ
Q66743	পুদুচেরি
Q68695	কুয়ানঝু
Q68744	জিয়ামেন
Q68947	উপপ্রজাতি
Q69339	ন্যাথানিয়েল হথর্ন
Q70326	পিয়ের বিউমার্কাইজ
Q70802	তৃতীয় ফরাসি প্রজাতন্ত্র
Q70972	ফ্রান্স রাজত্ব
Q71031	রবার্ট বুনসেন
Q71243	ক্লার্ক গেবল
Q71493	উইন্ডোজ লাইভ মেসেঞ্জার
Q71694	ইয়াহু! মেসেঞ্জার
Q72125	জিগ্লিয়ানো ক্যাম্পানিয়া
Q72259	পোর্টস্মাথ
Q72325	আ শর্ট ফিল্ম আবাউট কিলিং
Q72712	তোররে আনুনজাতা
Q72778	থাইইউয়ান
Q72790	ভিক্টোরিয়া ওকাম্পো
Q72818	হাইফোং
Q72984	বিং ক্রাজবি
Q74881	ডালিয়ান
Q74957	আনসান
Q75520	মালভূমি
Q75845	ফ্রিডরিশ ভিলহেল্ম বেসেল
Q75855	গুরুমস্তিষ্ক
Q76127	সূকর্ণ
Q76167	আবদুর রহমান ওয়াহিদ
Q76421	২০০৮ মুম্বই জঙ্গি হামলা
Q76425	এমিল ভন বেহরিং
Q76474	ওয়াল্টার বোটে
Q76483	রাইনার মারিয়া রিলকে
Q76519	রুডলফ কারনাপ
Q76582	শতরঞ্জ কে খিলাড়ি
Q76766	গের্ড বিনিগ
Q76904	কেরোসিন
Q77033	ভিলহেল্ম ফন গ্লোডেন
Q77073	ইউলিয়ুস লোটার মাইয়ার
Q77746	মাধেপুরা জেলা
Q77901	হুগো এবের্লেইন
Q78477	ইয়োজেফ শুম্পেটার
Q78987	ইলেকট্রিক গিটার
Q79531	ক্রোম ওএস
Q79536	গুগল ডেস্কটপ
Q79564	গুগল নাও
Q79576	গুগল প্লে
Q79578	গুগল ওয়েব টুলকিট
Q79602	ঘূর্ণিঝড়
Q79638	ফেয়ারব্যাংকস
Q79746	মোমবাতি
Q79749	রক্তরস
