fact,label,sentence,langs,number of langs
"('Q30', 'P530', 'Q889')","('United States of America', '[X] maintains diplomatic relations with [Y] .', 'Afghanistan')",,"['mbert_base__fr', 'mbert_base__ko', 'mbert_base__vi', 'mbert_base__yo']",4
"('Q208300', 'P276', 'Q155863')","('Kronstadt rebellion', '[X] is located in [Y] .', 'Kronstadt')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__es', 'mbert_base__el']",4
"('Q1770846', 'P103', 'Q1860')","('Samuel Rawson Gardiner', 'The native language of [X] is [Y] .', 'English')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh']",4
"('Q617375', 'P138', 'Q34664')","('Hiroshima Prefecture', '[X] is named after [Y] .', 'Hiroshima')",,"['mbert_base__nl', 'mbert_base__ru', 'mbert_base__he', 'mbert_base__el']",4
"('Q18320', 'P138', 'Q1000740')","('Goole A.F.C.', '[X] is named after [Y] .', 'Goole')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es']",4
"('Q191', 'P36', 'Q1770')","('Estonia', 'The capital of [X] is [Y] .', 'Tallinn')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__vi']",4
"('Q3137182', 'P131', 'Q864024')","('Museo de Arte de Ponce', '[X] is located in [Y] .', 'Ponce')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__es', 'mbert_base__zh']",4
"('Q461793', 'P31', 'Q644371')","('Cairo International Airport', '[X] is a [Y] .', 'international airport')",,"['mbert_base__nl', 'mbert_base__es', 'mbert_base__el', 'mbert_base__mr']",4
"('Q644544', 'P138', 'Q4604')","('Confuciusornis', '[X] is named after [Y] .', 'Confucius')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es']",4
"('Q2564541', 'P138', 'Q204381')","('Goma International Airport', '[X] is named after [Y] .', 'Goma')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__es', 'mbert_base__vi']",4
"('Q3334', 'P138', 'Q14112')","('Haute-Corse', '[X] is named after [Y] .', 'Corsica')",,"['mbert_base__ru', 'mbert_base__he', 'mbert_base__vi', 'mbert_base__el']",4
"('Q2095648', 'P176', 'Q27564')","('Dodge Caravan', '[X] is produced by [Y] .', 'Dodge')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__tr']",4
"('Q150088', 'P176', 'Q219501')","('JAS 39 Gripen', '[X] is produced by [Y] .', 'Saab Group')",,"['mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ko']",4
"('Q30', 'P530', 'Q17')","('United States of America', '[X] maintains diplomatic relations with [Y] .', 'Japan')",,"['mbert_base__fr', 'mbert_base__ko', 'mbert_base__vi', 'mbert_base__yo']",4
"('Q795295', 'P1001', 'Q62')","('mayor of San Francisco', '[X] is a legal term in [Y] .', 'San Francisco')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__ru', 'mbert_base__el']",4
"('Q183', 'P530', 'Q142')","('Germany', '[X] maintains diplomatic relations with [Y] .', 'France')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__zh', 'mbert_base__he', 'mbert_base__yo']",4
"('Q339527', 'P138', 'Q287590')","('Launceston', '[X] is named after [Y] .', 'Launceston')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es']",4
"('Q2877828', 'P176', 'Q9584')","('Honda ST1300', '[X] is produced by [Y] .', 'Honda')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__es', 'mbert_base__tr']",4
"('Q940309', 'P407', 'Q30319')","('Silesian Wikipedia', '[X] was written in [Y] .', 'Silesian')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__ru', 'mbert_base__vi']",4
"('Q7381049', 'P103', 'Q7737')","('Ruslan Sviridov', 'The native language of [X] is [Y] .', 'Russian')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es']",4
"('Q30', 'P530', 'Q155')","('United States of America', '[X] maintains diplomatic relations with [Y] .', 'Brazil')",,"['mbert_base__fr', 'mbert_base__ko', 'mbert_base__vi', 'mbert_base__yo']",4
"('Q1554303', 'P159', 'Q22639')","('SC Schiltigheim', 'The headquarter of [X] is in [Y] .', 'Schiltigheim')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__vi']",4
"('Q1480095', 'P176', 'Q20165')","('Nissan Silvia', '[X] is produced by [Y] .', 'Nissan')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__es', 'mbert_base__zh']",4
"('Q28', 'P530', 'Q183')","('Hungary', '[X] maintains diplomatic relations with [Y] .', 'Germany')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__zh', 'mbert_base__vi', 'mbert_base__yo']",4
"('Q6898824', 'P138', 'Q151803')","('Mondrian', '[X] is named after [Y] .', 'Piet Mondrian')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es']",4
"('Q7525', 'P37', 'Q7737')","('Sevastopol', 'The official language of [X] is [Y] .', 'Russian')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__vi']",4
"('Q1202897', 'P159', 'Q1761')","('Dublin City University', 'The headquarter of [X] is in [Y] .', 'Dublin')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh']",4
"('Q978826', 'P176', 'Q152433')","('Xerox Star', '[X] is produced by [Y] .', 'Xerox')",,"['mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ko']",4
"('Q153102', 'P138', 'Q180237')","('42355 Typhon', '[X] is named after [Y] .', 'Typhon')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__el']",4
"('Q9340', 'P178', 'Q95')","('Guille  Drive', '[X] is developed by [Y] .', 'Google')",,"['mbert_base__zh', 'mbert_base__ko', 'mbert_base__el', 'mbert_base__mr']",4
"('Q690067', 'P159', 'Q68956')","('FC Martigny-Sports', 'The headquarter of [X] is in [Y] .', 'Martigny')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es']",4
"('Q641439', 'P1001', 'Q980')","('Landtag of Bavaria', '[X] is a legal term in [Y] .', 'Bavaria')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__ru', 'mbert_base__zh']",4
"('Q187712', 'P36', 'Q1519')","('Abu Dhabi Emirate', 'The capital of [X] is [Y] .', 'Abu Dhabi')",,"['mbert_base__fr', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__vi']",4
"('Q249367', 'P276', 'Q29364')","('Montgomery Bus Boycott', '[X] is located in [Y] .', 'Montgomery')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ru']",4
"('Q188799', 'P276', 'Q65379')","('Virginia Tech shooting', '[X] is located in [Y] .', 'Virginia Tech')",,"['mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ko']",4
"('Q183', 'P530', 'Q215')","('Germany', '[X] maintains diplomatic relations with [Y] .', 'Slovenia')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__zh', 'mbert_base__he', 'mbert_base__yo']",4
"('Q6373', 'P276', 'Q84')","('British Museum', '[X] is located in [Y] .', 'London')",,"['mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ru']",4
"('Q1781780', 'P176', 'Q9584')","('Honda MTX/MB', '[X] is produced by [Y] .', 'Honda')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es']",4
"('Q3910901', 'P159', 'Q1524')","('Athens-Macedonian News Agency', 'The headquarter of [X] is in [Y] .', 'Athens')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__ru', 'mbert_base__el']",4
"('Q1626710', 'P176', 'Q9584')","('Honda VFR1200F', '[X] is produced by [Y] .', 'Honda')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es']",4
"('Q902', 'P36', 'Q1354')","('Bangladesh', 'The capital of [X] is [Y] .', 'Dhaka')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__vi']",4
"('Q1547602', 'P176', 'Q36008')","('Mercedes-Benz R107 and C107', '[X] is produced by [Y] .', 'Mercedes-Benz')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__el']",4
"('Q183', 'P530', 'Q38')","('Germany', '[X] maintains diplomatic relations with [Y] .', 'Italy')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__zh', 'mbert_base__he', 'mbert_base__yo']",4
"('Q632006', 'P279', 'Q10876')","('Gram-negative bacteria', '[X] is a subclass of [Y] .', 'bacteria')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__es', 'mbert_base__he', 'mbert_base__vi']",4
"('Q83401', 'P364', 'Q1860')","('Heroes', 'The original language of [X] is [Y] .', 'English')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__ko', 'mbert_base__el']",4
"('Q133132', 'P37', 'Q150')","('Paris Commune', 'The official language of [X] is [Y] .', 'French')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ko']",4
"('Q1424259', 'P1001', 'Q1387')","('Rhode Island Senate', '[X] is a legal term in [Y] .', 'Rhode Island')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__el']",4
"('Q46280', 'P138', 'Q2042')","('Paris-Charles de Gaulle Airport', '[X] is named after [Y] .', 'Charles de Gaulle')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__he', 'mbert_base__mr']",4
"('Q613788', 'P138', 'Q44269')","(""St. Nicholas' Church"", '[X] is named after [Y] .', 'Saint Nicholas')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__ru', 'mbert_base__zh']",4
"('Q220577', 'P178', 'Q95')","('Google Analytics', '[X] is developed by [Y] .', 'Google')",,"['mbert_base__zh', 'mbert_base__tr', 'mbert_base__vi', 'mbert_base__el']",4
"('Q806693', 'P159', 'Q340')","('Bank of Montreal', 'The headquarter of [X] is in [Y] .', 'Montreal')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__zh']",4
"('Q146351', 'P1376', 'Q193266')","('Liberec', '[X] is the capital of [Y] .', 'Liberec Region')",,"['mbert_base__fr', 'mbert_base__nl', 'mbert_base__he', 'mbert_base__vi']",4
"('Q38', 'P530', 'Q45')","('Italy', '[X] maintains diplomatic relations with [Y] .', 'Portugal')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__tr', 'mbert_base__yo']",4
"('Q2135', 'P1376', 'Q1948')","('Winnipeg', '[X] is the capital of [Y] .', 'Manitoba')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es']",4
"('Q1071321', 'P176', 'Q29570')","('Chevrolet TrailBlazer', '[X] is produced by [Y] .', 'Chevrolet')",,"['mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__tr']",4
"('Q19770', 'P36', 'Q30002')","('Sichuan', 'The capital of [X] is [Y] .', 'Chengdu')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es']",4
"('Q524208', 'P276', 'Q122803')","('Erzurum Offensive', '[X] is located in [Y] .', 'Erzurum')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__el']",4
"('Q38', 'P530', 'Q794')","('Italy', '[X] maintains diplomatic relations with [Y] .', 'Iran')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__tr', 'mbert_base__yo']",4
"('Q639115', 'P1001', 'Q1439')","('Lieutenant Governor of Texas', '[X] is a legal term in [Y] .', 'Texas')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__zh']",4
"('Q213531', 'P276', 'Q2807')","('11 de marzo de 2004', '[X] is located in [Y] .', 'Madrid')",,"['mbert_base__fr', 'mbert_base__nl', 'mbert_base__ko', 'mbert_base__el']",4
"('Q2353197', 'P31', 'Q4022')","('Zavkhan River', '[X] is a [Y] .', 'river')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__zh', 'mbert_base__vi']",4
"('Q123304', 'P17', 'Q739')","('Antioquia Department', '[X] is located in [Y] .', 'Colombia')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__vi', 'mbert_base__el']",4
"('Q1456', 'P37', 'Q1860')","('South Carolina', 'The official language of [X] is [Y] .', 'English')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__zh', 'mbert_base__ko']",4
"('Q1148503', 'P279', 'Q1098')","('uranium-238', '[X] is a subclass of [Y] .', 'uranium')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__vi']",4
"('Q1763312', 'P37', 'Q7737')","('Pervomaysky District, Yaroslavl Oblast', 'The official language of [X] is [Y] .', 'Russian')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__zh']",4
"('Q183', 'P530', 'Q711')","('Germany', '[X] maintains diplomatic relations with [Y] .', 'Mongolia')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__zh', 'mbert_base__he', 'mbert_base__yo']",4
"('Q202472', 'P407', 'Q9083')","('Lithuanian Wikipedia', '[X] was written in [Y] .', 'Lithuanian')",,"['mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh']",4
"('Q16', 'P530', 'Q851')","('Canada', '[X] maintains diplomatic relations with [Y] .', 'Saudi Arabia')",,"['mbert_base__he', 'mbert_base__vi', 'mbert_base__el', 'mbert_base__yo']",4
"('Q23564', 'P1376', 'Q236')","('Podgorica', '[X] is the capital of [Y] .', 'Montenegro')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__vi']",4
"('Q34366', 'P36', 'Q40191')","('Tasmania', 'The capital of [X] is [Y] .', 'Hobart')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__es', 'mbert_base__vi']",4
"('Q30', 'P530', 'Q1011')","('United States of America', '[X] maintains diplomatic relations with [Y] .', 'Cape Verde')",,"['mbert_base__fr', 'mbert_base__ko', 'mbert_base__vi', 'mbert_base__yo']",4
"('Q225', 'P36', 'Q11194')","('Bosnia and Herzegovina', 'The capital of [X] is [Y] .', 'Sarajevo')",,"['mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__vi']",4
"('Q4018', 'P36', 'Q10282')","('Navarre', 'The capital of [X] is [Y] .', 'Pamplona')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__vi']",4
"('Q1512155', 'P176', 'Q6686')","('Renault Reinastella', '[X] is produced by [Y] .', 'Renault')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__he']",4
"('Q2184', 'P37', 'Q7737')","('Russian Soviet Federative Socialist Republic', 'The official language of [X] is [Y] .', 'Russian')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__zh', 'mbert_base__vi']",4
"('Q16', 'P530', 'Q34')","('Canada', '[X] maintains diplomatic relations with [Y] .', 'Sweden')",,"['mbert_base__he', 'mbert_base__vi', 'mbert_base__el', 'mbert_base__yo']",4
"('Q2005290', 'P276', 'Q62')","('San Francisco Pride', '[X] is located in [Y] .', 'San Francisco')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es']",4
"('Q208398', 'P279', 'Q9268')","('Karaite Judaism', '[X] is a subclass of [Y] .', 'Judaism')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__ko']",4
"('Q209619', 'P159', 'Q3711')","('O.F.K. Beograd', 'The headquarter of [X] is in [Y] .', 'Belgrade')",,"['mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__ko']",4
"('Q176915', 'P276', 'Q325652')","('Battle of Tinian', '[X] is located in [Y] .', 'Tinian')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__es', 'mbert_base__ko']",4
"('Q193570', 'P138', 'Q860442')","('Sunset Boulevard', '[X] is named after [Y] .', 'Sunset Boulevard')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh']",4
"('Q135630', 'P1001', 'Q5705')","('Parliament of Catalonia', '[X] is a legal term in [Y] .', 'Catalonia')",,"['mbert_base__nl', 'mbert_base__ru', 'mbert_base__zh', 'mbert_base__vi']",4
"('Q1494600', 'P1001', 'Q1166')","('Michigan Senate', '[X] is a legal term in [Y] .', 'Michigan')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__el']",4
"('Q16', 'P530', 'Q33')","('Canada', '[X] maintains diplomatic relations with [Y] .', 'Finland')",,"['mbert_base__he', 'mbert_base__vi', 'mbert_base__el', 'mbert_base__yo']",4
"('Q16', 'P530', 'Q35')","('Canada', '[X] maintains diplomatic relations with [Y] .', 'Denmark')",,"['mbert_base__he', 'mbert_base__vi', 'mbert_base__el', 'mbert_base__yo']",4
"('Q117', 'P47', 'Q1008')","('Ghana', '[X] shares border with [Y] .', 'Ivory Coast')",,"['mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__vi']",4
"('Q50624', 'P36', 'Q25416')","('Rogaland', 'The capital of [X] is [Y] .', 'Stavanger')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__vi']",4
"('Q16202700', 'P1001', 'Q1454')","('Governor of North Carolina', '[X] is a legal term in [Y] .', 'North Carolina')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es']",4
"('Q209659', 'P176', 'Q62621')","('Canon FD lens mount', '[X] is produced by [Y] .', 'Canon Inc.')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es']",4
"('Q1051720', 'P176', 'Q333780')","('Yakovlev Pchela', '[X] is produced by [Y] .', 'Yakovlev Design Bureau')",,"['mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__tr']",4
"('Q38', 'P530', 'Q32')","('Italy', '[X] maintains diplomatic relations with [Y] .', 'Luxembourg')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__tr', 'mbert_base__yo']",4
"('Q16149111', 'P1001', 'Q824')","('Governor of Oregon', '[X] is a legal term in [Y] .', 'Oregon')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__el']",4
"('Q2025050', 'P176', 'Q40966')","('Opel 4/8 PS', '[X] is produced by [Y] .', 'Opel')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__he']",4
"('Q2466472', 'P36', 'Q2900')","('Quito Metro', 'The capital of [X] is [Y] .', 'Quito')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es']",4
"('Q183', 'P530', 'Q869')","('Germany', '[X] maintains diplomatic relations with [Y] .', 'Thailand')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__zh', 'mbert_base__he', 'mbert_base__yo']",4
"('Q827640', 'P1376', 'Q209597')","('Tumbes', '[X] is the capital of [Y] .', 'Tumbes')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es']",4
"('Q183', 'P530', 'Q79')","('Germany', '[X] maintains diplomatic relations with [Y] .', 'Egypt')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__zh', 'mbert_base__he', 'mbert_base__yo']",4
"('Q100', 'P190', 'Q1524')","('Boston', '[X] and [Y] are twin cities .', 'Athens')",,"['mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ko']",4
"('Q300531', 'P364', 'Q1860')","('A Quick One', 'The original language of [X] is [Y] .', 'English')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__es', 'mbert_base__he', 'mbert_base__el']",4
"('Q654204', 'P364', 'Q1860')","('All Things Must Pass', 'The original language of [X] is [Y] .', 'English')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__es', 'mbert_base__ko']",4
